siteid,sitename,plotid,easting,northing,taxonid,scientificname,stemheight
SOAP,Soaproot Saddle,SOAP255,300141.1,4101377,PIPO,Pinus ponderosa,2.5
SOAP,Soaproot Saddle,SOAP143,299850.6,4100426.5,PIPO,Pinus ponderosa,2.6
SOAP,Soaproot Saddle,SOAP331,297058.8,4100590,PIPO,Pinus ponderosa,20.2
SOAP,Soaproot Saddle,SOAP255,300144.6,4101384.2,PIPO,Pinus ponderosa,0
SOAP,Soaproot Saddle,SOAP299,297505.4,4100701,PIPO,Pinus ponderosa,27.9
SOAP,Soaproot Saddle,SOAP255,300144.4,4101375.8,PIPO,Pinus ponderosa,9.3
SOAP,Soaproot Saddle,SOAP63,299819.9,4101032,PIPO,Pinus ponderosa,19
SOAP,Soaproot Saddle,SOAP143,299842.3,4100421.5,PIPO,Pinus ponderosa,0.6
SOAP,Soaproot Saddle,SOAP63,299808.6,4101029.2,PIPO,Pinus ponderosa,18.6
SOAP,Soaproot Saddle,SOAP63,299808.1,4101021.8,PIPO,Pinus ponderosa,20.4
SOAP,Soaproot Saddle,SOAP255,300133.8,4101383,PIPO,Pinus ponderosa,11.3
SOAP,Soaproot Saddle,SOAP255,300149,4101379,PIPO,Pinus ponderosa,4.7
SOAP,Soaproot Saddle,SOAP143,299839,4100420.8,PIPO,Pinus ponderosa,0.8
SOAP,Soaproot Saddle,SOAP255,300140.6,4101387.5,PIPO,Pinus ponderosa,1.6
SOAP,Soaproot Saddle,SOAP143,299837.8,4100411.8,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP143,299837.2,4100421.5,PIPO,Pinus ponderosa,1.1
SOAP,Soaproot Saddle,SOAP63,299806.9,4101018.5,PIPO,Pinus ponderosa,19.5
SOAP,Soaproot Saddle,SOAP143,299839.3,4100418,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP63,299805.1,4101018,PIPO,Pinus ponderosa,18.7
SOAP,Soaproot Saddle,SOAP299,297495.3,4100684.2,PIPO,Pinus ponderosa,30
SOAP,Soaproot Saddle,SOAP143,299850.9,4100424,PIPO,Pinus ponderosa,1.7
SOAP,Soaproot Saddle,SOAP143,299849.5,4100422.5,PIPO,Pinus ponderosa,1
SOAP,Soaproot Saddle,SOAP63,299821.3,4101022.5,PIPO,Pinus ponderosa,15.4
SOAP,Soaproot Saddle,SOAP143,299852,4100422,PIPO,Pinus ponderosa,0.8
SOAP,Soaproot Saddle,SOAP95,298701.6,4100857,PIPO,Pinus ponderosa,27.2
SOAP,Soaproot Saddle,SOAP63,299814.9,4101029,PIPO,Pinus ponderosa,8.2
SOAP,Soaproot Saddle,SOAP143,299837.8,4100421,PIPO,Pinus ponderosa,1
SOAP,Soaproot Saddle,SOAP299,297489.9,4100693,PIPO,Pinus ponderosa,13.6
SOAP,Soaproot Saddle,SOAP255,300142.7,4101378,PIPO,Pinus ponderosa,2.3
SOAP,Soaproot Saddle,SOAP299,297498.3,4100698.2,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP1695,299178.3,4100974,PIPO,Pinus ponderosa,5.7
SOAP,Soaproot Saddle,SOAP143,299837.8,4100411,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP255,300142,4101382,PIPO,Pinus ponderosa,11
SOAP,Soaproot Saddle,SOAP143,299848.2,4100422,PIPO,Pinus ponderosa,1.4
SOAP,Soaproot Saddle,SOAP255,300141.5,4101381,PIPO,Pinus ponderosa,3.8
SOAP,Soaproot Saddle,SOAP331,297055.8,4100593.2,PIPO,Pinus ponderosa,0.6
SOAP,Soaproot Saddle,SOAP255,300137,4101378,PIPO,Pinus ponderosa,11.8
SOAP,Soaproot Saddle,SOAP255,300147.7,4101381.8,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP143,299837.5,4100409,PIPO,Pinus ponderosa,0.9
SOAP,Soaproot Saddle,SOAP299,297499.2,4100690.8,PIPO,Pinus ponderosa,29
SOAP,Soaproot Saddle,SOAP143,299837.4,4100411,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP255,300150.8,4101386.8,PIPO,Pinus ponderosa,1.1
SOAP,Soaproot Saddle,SOAP63,299821.9,4101028,PIPO,Pinus ponderosa,21.2
SOAP,Soaproot Saddle,SOAP143,299836,4100409.2,PIPO,Pinus ponderosa,0.8
SOAP,Soaproot Saddle,SOAP63,299808.4,4101014.5,PIPO,Pinus ponderosa,12.9
SOAP,Soaproot Saddle,SOAP63,299821.1,4101026.2,PIPO,Pinus ponderosa,14
SOAP,Soaproot Saddle,SOAP255,300146.5,4101377.8,PIPO,Pinus ponderosa,2.2
SOAP,Soaproot Saddle,SOAP255,300134.8,4101384,PIPO,Pinus ponderosa,8.3
SOAP,Soaproot Saddle,SOAP255,300137.2,4101372.8,PIPO,Pinus ponderosa,3.9
SOAP,Soaproot Saddle,SOAP63,299822.7,4101030,PIPO,Pinus ponderosa,21.9
SOAP,Soaproot Saddle,SOAP139,297042.2,4100092.5,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP143,299846,4100409,PIPO,Pinus ponderosa,1.2
SOAP,Soaproot Saddle,SOAP143,299837.1,4100409.5,PIPO,Pinus ponderosa,0.5
SOAP,Soaproot Saddle,SOAP255,300149.8,4101377,PIPO,Pinus ponderosa,3.4
SOAP,Soaproot Saddle,SOAP255,300147.5,4101376,PIPO,Pinus ponderosa,5.2
SOAP,Soaproot Saddle,SOAP143,299840.2,4100415.8,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP331,297055.2,4100607.5,PIPO,Pinus ponderosa,1.1
SOAP,Soaproot Saddle,SOAP331,297053.4,4100597.2,PIPO,Pinus ponderosa,0.5
SOAP,Soaproot Saddle,SOAP63,299811.2,4101032.5,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP95,298704.9,4100845.2,PIPO,Pinus ponderosa,10.7
SOAP,Soaproot Saddle,SOAP95,298704,4100845.2,PIPO,Pinus ponderosa,15.7
SOAP,Soaproot Saddle,SOAP63,299810.6,4101029.8,PIPO,Pinus ponderosa,19.5
SOAP,Soaproot Saddle,SOAP255,300152.4,4101380.5,PIPO,Pinus ponderosa,28.7
SOAP,Soaproot Saddle,SOAP143,299851,4100424.5,PIPO,Pinus ponderosa,2.3
SOAP,Soaproot Saddle,SOAP63,299808.5,4101030,PIPO,Pinus ponderosa,27.5
SOAP,Soaproot Saddle,SOAP63,299807.4,4101032,PIPO,Pinus ponderosa,26
SOAP,Soaproot Saddle,SOAP255,300150.7,4101383.2,PIPO,Pinus ponderosa,17.9
SOAP,Soaproot Saddle,SOAP143,299840.7,4100416,PIPO,Pinus ponderosa,1.4
SOAP,Soaproot Saddle,SOAP255,300136.3,4101386,PIPO,Pinus ponderosa,3.5
SOAP,Soaproot Saddle,SOAP63,299816.1,4101031,PIPO,Pinus ponderosa,21.9
SOAP,Soaproot Saddle,SOAP143,299837.7,4100411,PIPO,Pinus ponderosa,1.5
SOAP,Soaproot Saddle,SOAP63,299808.8,4101027,PIPO,Pinus ponderosa,10.3
SOAP,Soaproot Saddle,SOAP255,300151.8,4101370,PIPO,Pinus ponderosa,0.9
SOAP,Soaproot Saddle,SOAP143,299838,4100410.5,PIPO,Pinus ponderosa,0.9
SOAP,Soaproot Saddle,SOAP143,299846.2,4100422.5,PIPO,Pinus ponderosa,1.7
SOAP,Soaproot Saddle,SOAP299,297495.9,4100701.8,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP299,297495.9,4100703,PIPO,Pinus ponderosa,1.6
SOAP,Soaproot Saddle,SOAP143,299849.8,4100422.5,PIPO,Pinus ponderosa,1.2
SOAP,Soaproot Saddle,SOAP143,299849,4100421.2,PIPO,Pinus ponderosa,2
SOAP,Soaproot Saddle,SOAP63,299811,4101021,PIPO,Pinus ponderosa,14.5
SOAP,Soaproot Saddle,SOAP43,297056,4100718,PIPO,Pinus ponderosa,0.5
SOAP,Soaproot Saddle,SOAP255,300146,4101381,PIPO,Pinus ponderosa,12.8
SOAP,Soaproot Saddle,SOAP95,298698,4100847.8,PIPO,Pinus ponderosa,27.2
SOAP,Soaproot Saddle,SOAP95,298695.3,4100846.5,PIPO,Pinus ponderosa,22.9
SOAP,Soaproot Saddle,SOAP95,298695.2,4100846,PIPO,Pinus ponderosa,4.5
SOAP,Soaproot Saddle,SOAP255,300147.7,4101376.5,PIPO,Pinus ponderosa,17.6
SOAP,Soaproot Saddle,SOAP63,299805.9,4101016,PIPO,Pinus ponderosa,12.5
SOAP,Soaproot Saddle,SOAP255,300146.5,4101377.5,PIPO,Pinus ponderosa,2.4
SOAP,Soaproot Saddle,SOAP63,299805.1,4101013.8,PIPO,Pinus ponderosa,14
SOAP,Soaproot Saddle,SOAP143,299844.9,4100415,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP63,299803.4,4101014.5,PIPO,Pinus ponderosa,4
SOAP,Soaproot Saddle,SOAP331,297046.8,4100591,PIPO,Pinus ponderosa,27
SOAP,Soaproot Saddle,SOAP143,299850.8,4100421.5,PIPO,Pinus ponderosa,0.8
SOAP,Soaproot Saddle,SOAP255,300148,4101380,PIPO,Pinus ponderosa,23.7
SOAP,Soaproot Saddle,SOAP255,300145,4101377.5,PIPO,Pinus ponderosa,9.3
SOAP,Soaproot Saddle,SOAP187,297529.8,4100553.2,PIPO,Pinus ponderosa,2.2
SOAP,Soaproot Saddle,SOAP255,300144.7,4101378.2,PIPO,Pinus ponderosa,13.9
SOAP,Soaproot Saddle,SOAP63,299818.2,4101025.5,PIPO,Pinus ponderosa,23.6
SOAP,Soaproot Saddle,SOAP331,297054.3,4100598.5,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP255,300143.1,4101380,PIPO,Pinus ponderosa,1
SOAP,Soaproot Saddle,SOAP255,300151.7,4101368.2,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP95,298704,4100843.8,PIPO,Pinus ponderosa,27.6
SOAP,Soaproot Saddle,SOAP43,297058.3,4100715.5,PIPO,Pinus ponderosa,3
SOAP,Soaproot Saddle,SOAP63,299803.9,4101021.5,PIPO,Pinus ponderosa,18.4
SOAP,Soaproot Saddle,SOAP63,299805.5,4101022.5,PIPO,Pinus ponderosa,20
SOAP,Soaproot Saddle,SOAP255,300151.3,4101381,PIPO,Pinus ponderosa,3.6
SOAP,Soaproot Saddle,SOAP143,299837,4100411,PIPO,Pinus ponderosa,1.4
SOAP,Soaproot Saddle,SOAP63,299814.6,4101029.5,PIPO,Pinus ponderosa,17.4
SOAP,Soaproot Saddle,SOAP63,299813.2,4101015.8,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP95,298707.7,4100842,PIPO,Pinus ponderosa,19.8
SOAP,Soaproot Saddle,SOAP299,297499.6,4100697,PIPO,Pinus ponderosa,33.1
SOAP,Soaproot Saddle,SOAP255,300149.9,4101383,PIPO,Pinus ponderosa,2.4
SOAP,Soaproot Saddle,SOAP255,300149.6,4101381.8,PIPO,Pinus ponderosa,1.9
SOAP,Soaproot Saddle,SOAP63,299806.1,4101015.5,PIPO,Pinus ponderosa,18.6
SOAP,Soaproot Saddle,SOAP63,299817.2,4101023,PIPO,Pinus ponderosa,16.3
SOAP,Soaproot Saddle,SOAP63,299817.6,4101022,PIPO,Pinus ponderosa,30.6
SOAP,Soaproot Saddle,SOAP255,300146.3,4101382.5,PIPO,Pinus ponderosa,1.1
SOAP,Soaproot Saddle,SOAP331,297065.4,4100590,PIPO,Pinus ponderosa,33.5
SOAP,Soaproot Saddle,SOAP95,298707,4100850,PIPO,Pinus ponderosa,4.8
SOAP,Soaproot Saddle,SOAP63,299823.7,4101021.8,PIPO,Pinus ponderosa,31.7
SOAP,Soaproot Saddle,SOAP95,298700.6,4100848.5,PIPO,Pinus ponderosa,10.3
SOAP,Soaproot Saddle,SOAP255,300138.5,4101383.2,PIPO,Pinus ponderosa,2.3
SOAP,Soaproot Saddle,SOAP139,297049.1,4100099.8,PIPO,Pinus ponderosa,3.4
SOAP,Soaproot Saddle,SOAP63,299823,4101019,PIPO,Pinus ponderosa,27.3
SOAP,Soaproot Saddle,SOAP255,300144.1,4101380.5,PIPO,Pinus ponderosa,4.2
SOAP,Soaproot Saddle,SOAP255,300144.9,4101382.5,PIPO,Pinus ponderosa,2.6
SOAP,Soaproot Saddle,SOAP43,297059.1,4100717,PIPO,Pinus ponderosa,51.1
SOAP,Soaproot Saddle,SOAP255,300146.4,4101377,PIPO,Pinus ponderosa,1.4
SOAP,Soaproot Saddle,SOAP63,299804.9,4101015.2,PIPO,Pinus ponderosa,12.6
SOAP,Soaproot Saddle,SOAP95,298710.3,4100854.2,PIPO,Pinus ponderosa,27.8
SOAP,Soaproot Saddle,SOAP63,299817.9,4101015.5,PIPO,Pinus ponderosa,30.8
SOAP,Soaproot Saddle,SOAP143,299846.4,4100409,PIPO,Pinus ponderosa,1.3
SOAP,Soaproot Saddle,SOAP63,299804.9,4101016.5,PIPO,Pinus ponderosa,5
SOAP,Soaproot Saddle,SOAP255,300142.6,4101386.5,PIPO,Pinus ponderosa,6.9
SOAP,Soaproot Saddle,SOAP63,299815,4101014,PIPO,Pinus ponderosa,14.1
SOAP,Soaproot Saddle,SOAP63,299808.1,4101018,PIPO,Pinus ponderosa,29.2
SOAP,Soaproot Saddle,SOAP63,299818.2,4101024.5,PIPO,Pinus ponderosa,23.9
SOAP,Soaproot Saddle,SOAP255,300144.2,4101377.8,PIPO,Pinus ponderosa,11.5
SOAP,Soaproot Saddle,SOAP255,300143.6,4101383,PIPO,Pinus ponderosa,16.6
SOAP,Soaproot Saddle,SOAP187,297533.4,4100541,PIPO,Pinus ponderosa,8.4
SOAP,Soaproot Saddle,SOAP143,299837.7,4100410.5,PIPO,Pinus ponderosa,1
SOAP,Soaproot Saddle,SOAP255,300141.7,4101383,PIPO,Pinus ponderosa,13.6
SOAP,Soaproot Saddle,SOAP43,297067.8,4100723.8,PIPO,Pinus ponderosa,18.7
SOAP,Soaproot Saddle,SOAP63,299803.7,4101020.8,PIPO,Pinus ponderosa,21.7
SOAP,Soaproot Saddle,SOAP95,298701.5,4100853.2,PIPO,Pinus ponderosa,17.5
SOAP,Soaproot Saddle,SOAP95,298703.1,4100842.8,PIPO,Pinus ponderosa,28.1
SOAP,Soaproot Saddle,SOAP95,298706.7,4100856.5,PIPO,Pinus ponderosa,25.7
SOAP,Soaproot Saddle,SOAP63,299824.2,4101032.8,PIPO,Pinus ponderosa,2
SOAP,Soaproot Saddle,SOAP331,297063.1,4100594.2,PIPO,Pinus ponderosa,29.6
SOAP,Soaproot Saddle,SOAP63,299822.3,4101029.2,PIPO,Pinus ponderosa,9.2
SOAP,Soaproot Saddle,SOAP299,297508,4100689,PIPO,Pinus ponderosa,10.4
SOAP,Soaproot Saddle,SOAP1515,297488.7,4101260.2,PIPO,Pinus ponderosa,3.1
SOAP,Soaproot Saddle,SOAP187,297529.5,4100548,PIPO,Pinus ponderosa,46.8
SOAP,Soaproot Saddle,SOAP95,298694.6,4100844.2,PIPO,Pinus ponderosa,3.3
SOAP,Soaproot Saddle,SOAP63,299822.4,4101032.2,PIPO,Pinus ponderosa,1.8
SOAP,Soaproot Saddle,SOAP1695,299175,4100973.8,PIPO,Pinus ponderosa,14.3
SOAP,Soaproot Saddle,SOAP63,299821.8,4101031,PIPO,Pinus ponderosa,18.5
SOAP,Soaproot Saddle,SOAP139,297055.6,4100085.2,PIPO,Pinus ponderosa,15.8
SOAP,Soaproot Saddle,SOAP139,297057,4100084.8,PIPO,Pinus ponderosa,24.7
SOAP,Soaproot Saddle,SOAP255,300134.8,4101383,PIPO,Pinus ponderosa,15.2
SOAP,Soaproot Saddle,SOAP187,297542.3,4100556.8,PIPO,Pinus ponderosa,5
SOAP,Soaproot Saddle,SOAP187,297527.6,4100552,PIPO,Pinus ponderosa,26.9
SOAP,Soaproot Saddle,SOAP1343,299594.3,4100971,PIPO,Pinus ponderosa,6.5
SOAP,Soaproot Saddle,SOAP143,299836.2,4100409,PIPO,Pinus ponderosa,0.7
SOAP,Soaproot Saddle,SOAP43,297058.1,4100715.5,PIPO,Pinus ponderosa,2.7
SOAP,Soaproot Saddle,SOAP139,297041.7,4100095.2,PIPO,Pinus ponderosa,0.9
SOAP,Soaproot Saddle,SOAP63,299823.1,4101024.8,PIPO,Pinus ponderosa,16.5
SOAP,Soaproot Saddle,SOAP331,297045.7,4100599.5,PIPO,Pinus ponderosa,39.2
SOAP,Soaproot Saddle,SOAP63,299814,4101026.2,PIPO,Pinus ponderosa,19.2
SOAP,Soaproot Saddle,SOAP299,297498.2,4100700.5,PIPO,Pinus ponderosa,28.6
SOAP,Soaproot Saddle,SOAP299,297489.8,4100694,PIPO,Pinus ponderosa,28.8
SOAP,Soaproot Saddle,SOAP331,297056,4100593.2,PIPO,Pinus ponderosa,0.9
SOAP,Soaproot Saddle,SOAP63,299807.2,4101018,PIPO,Pinus ponderosa,16.2
SOAP,Soaproot Saddle,SOAP63,299807.3,4101022.5,PIPO,Pinus ponderosa,33
SOAP,Soaproot Saddle,SOAP63,299816.8,4101018.8,PIPO,Pinus ponderosa,23.3
SOAP,Soaproot Saddle,SOAP95,298712.5,4100852.5,PIPO,Pinus ponderosa,27.2
SOAP,Soaproot Saddle,SOAP299,297503.2,4100700.5,PIPO,Pinus ponderosa,31.2
SOAP,Soaproot Saddle,SOAP63,299809.8,4101025,PIPO,Pinus ponderosa,15.4
SOAP,Soaproot Saddle,SOAP299,297490.8,4100696.5,PIPO,Pinus ponderosa,27.3
SOAP,Soaproot Saddle,SOAP187,297537.1,4100543.2,PIPO,Pinus ponderosa,7.8
SOAP,Soaproot Saddle,SOAP187,297539.8,4100541.2,PIPO,Pinus ponderosa,10.2
SOAP,Soaproot Saddle,SOAP95,298701.9,4100848,PIPO,Pinus ponderosa,27.5
SOAP,Soaproot Saddle,SOAP63,299823.7,4101020.5,PIPO,Pinus ponderosa,6
SOAP,Soaproot Saddle,SOAP255,300145.6,4101376.5,PIPO,Pinus ponderosa,17.9
SOAP,Soaproot Saddle,SOAP255,300145.9,4101387.5,PIPO,Pinus ponderosa,4.4
SOAP,Soaproot Saddle,SOAP143,299843.1,4100424,PIPO,Pinus ponderosa,3.2
SOAP,Soaproot Saddle,SOAP95,298708,4100843.5,PIPO,Pinus ponderosa,21.2
SOAP,Soaproot Saddle,SOAP991,299154.5,4101479.2,PREM,Prunus emarginata,1.1
SOAP,Soaproot Saddle,SOAP63,299823.4,4101031,QUCH2,Quercus chrysolepis,3.8
SOAP,Soaproot Saddle,SOAP139,297055.5,4100098.5,QUCH2,Quercus chrysolepis,1.7
SOAP,Soaproot Saddle,SOAP223,299299.6,4101471,QUCH2,Quercus chrysolepis,8.2
SOAP,Soaproot Saddle,SOAP139,297052.6,4100095,QUCH2,Quercus chrysolepis,4.6
SOAP,Soaproot Saddle,SOAP255,300136.9,4101385.8,QUCH2,Quercus chrysolepis,1.2
SOAP,Soaproot Saddle,SOAP299,297492.7,4100702.8,QUCH2,Quercus chrysolepis,2.4
SOAP,Soaproot Saddle,SOAP1695,299174,4100964.8,QUCH2,Quercus chrysolepis,1.7
SOAP,Soaproot Saddle,SOAP63,299815.1,4101027.8,QUCH2,Quercus chrysolepis,0.9
SOAP,Soaproot Saddle,SOAP299,297493.2,4100691.2,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP139,297061.9,4100095.2,QUCH2,Quercus chrysolepis,2.6
SOAP,Soaproot Saddle,SOAP139,297058.7,4100096.5,QUCH2,Quercus chrysolepis,1.7
SOAP,Soaproot Saddle,SOAP95,298711.8,4100853,QUCH2,Quercus chrysolepis,0.6
SOAP,Soaproot Saddle,SOAP223,299296.5,4101470.2,QUCH2,Quercus chrysolepis,1.5
SOAP,Soaproot Saddle,SOAP1695,299171.2,4100968,QUCH2,Quercus chrysolepis,3.6
SOAP,Soaproot Saddle,SOAP331,297057.5,4100605,QUCH2,Quercus chrysolepis,6.5
SOAP,Soaproot Saddle,SOAP255,300148.7,4101377,QUCH2,Quercus chrysolepis,2.3
SOAP,Soaproot Saddle,SOAP1695,299175.3,4100960.2,QUCH2,Quercus chrysolepis,2.2
SOAP,Soaproot Saddle,SOAP223,299296.7,4101469.8,QUCH2,Quercus chrysolepis,4.8
SOAP,Soaproot Saddle,SOAP139,297052.8,4100094.5,QUCH2,Quercus chrysolepis,1.5
SOAP,Soaproot Saddle,SOAP1695,299185.1,4100974,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP139,297055.6,4100086,QUCH2,Quercus chrysolepis,2
SOAP,Soaproot Saddle,SOAP1695,299171.2,4100963.8,QUCH2,Quercus chrysolepis,1.9
SOAP,Soaproot Saddle,SOAP255,300146.7,4101378,QUCH2,Quercus chrysolepis,5.8
SOAP,Soaproot Saddle,SOAP1695,299171.1,4100968,QUCH2,Quercus chrysolepis,0.7
SOAP,Soaproot Saddle,SOAP223,299301.8,4101468,QUCH2,Quercus chrysolepis,0.5
SOAP,Soaproot Saddle,SOAP255,300136.4,4101380.5,QUCH2,Quercus chrysolepis,8.5
SOAP,Soaproot Saddle,SOAP1695,299176,4100959.5,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP1695,299172.3,4100967.8,QUCH2,Quercus chrysolepis,1.6
SOAP,Soaproot Saddle,SOAP1695,299172.3,4100959.8,QUCH2,Quercus chrysolepis,6.4
SOAP,Soaproot Saddle,SOAP1695,299178.2,4100971.8,QUCH2,Quercus chrysolepis,1.4
SOAP,Soaproot Saddle,SOAP139,297034.8,4100089,QUCH2,Quercus chrysolepis,1.8
SOAP,Soaproot Saddle,SOAP95,298696.5,4100856.2,QUCH2,Quercus chrysolepis,0.7
SOAP,Soaproot Saddle,SOAP1695,299175.5,4100965.5,QUCH2,Quercus chrysolepis,1.8
SOAP,Soaproot Saddle,SOAP1695,299176.7,4100967,QUCH2,Quercus chrysolepis,1.8
SOAP,Soaproot Saddle,SOAP95,298708.6,4100857.5,QUCH2,Quercus chrysolepis,0.5
SOAP,Soaproot Saddle,SOAP1695,299160.3,4101025.5,QUCH2,Quercus chrysolepis,9.3
SOAP,Soaproot Saddle,SOAP255,300139.2,4101382.8,QUCH2,Quercus chrysolepis,5
SOAP,Soaproot Saddle,SOAP1695,299174.5,4100964.8,QUCH2,Quercus chrysolepis,5
SOAP,Soaproot Saddle,SOAP255,300153.1,4101375,QUCH2,Quercus chrysolepis,4.7
SOAP,Soaproot Saddle,SOAP1695,299177,4100968,QUCH2,Quercus chrysolepis,3.9
SOAP,Soaproot Saddle,SOAP139,297059.6,4100086.5,QUCH2,Quercus chrysolepis,2.1
SOAP,Soaproot Saddle,SOAP1695,299171.6,4100967.5,QUCH2,Quercus chrysolepis,2.9
SOAP,Soaproot Saddle,SOAP223,299303.1,4101466.5,QUCH2,Quercus chrysolepis,1.3
SOAP,Soaproot Saddle,SOAP255,300151.1,4101373.5,QUCH2,Quercus chrysolepis,1.6
SOAP,Soaproot Saddle,SOAP1695,299179.1,4100964.5,QUCH2,Quercus chrysolepis,7.8
SOAP,Soaproot Saddle,SOAP63,299823,4101026.5,QUCH2,Quercus chrysolepis,1.7
SOAP,Soaproot Saddle,SOAP223,299299.2,4101467.5,QUCH2,Quercus chrysolepis,6.9
SOAP,Soaproot Saddle,SOAP255,300152.7,4101367.5,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP63,299822.4,4101031,QUCH2,Quercus chrysolepis,1.2
SOAP,Soaproot Saddle,SOAP139,297052.3,4100094.8,QUCH2,Quercus chrysolepis,4.3
SOAP,Soaproot Saddle,SOAP139,297052,4100095.2,QUCH2,Quercus chrysolepis,1.3
SOAP,Soaproot Saddle,SOAP223,299298,4101468.2,QUCH2,Quercus chrysolepis,4.6
SOAP,Soaproot Saddle,SOAP223,299302.2,4101469.5,QUCH2,Quercus chrysolepis,2.4
SOAP,Soaproot Saddle,SOAP1695,299174.3,4100968.5,QUCH2,Quercus chrysolepis,2.7
SOAP,Soaproot Saddle,SOAP255,300146.3,4101369.5,QUCH2,Quercus chrysolepis,1.4
SOAP,Soaproot Saddle,SOAP95,298701.4,4100855.2,QUCH2,Quercus chrysolepis,0.8
SOAP,Soaproot Saddle,SOAP139,297052.1,4100099,QUCH2,Quercus chrysolepis,2.9
SOAP,Soaproot Saddle,SOAP63,299816.9,4101026.5,QUCH2,Quercus chrysolepis,0.7
SOAP,Soaproot Saddle,SOAP331,297057.5,4100599,QUCH2,Quercus chrysolepis,2.2
SOAP,Soaproot Saddle,SOAP139,297051.9,4100096.5,QUCH2,Quercus chrysolepis,8.2
SOAP,Soaproot Saddle,SOAP223,299295.7,4101478,QUCH2,Quercus chrysolepis,5.5
SOAP,Soaproot Saddle,SOAP1695,299176,4100967,QUCH2,Quercus chrysolepis,4.8
SOAP,Soaproot Saddle,SOAP95,298704.6,4100858.8,QUCH2,Quercus chrysolepis,1.8
SOAP,Soaproot Saddle,SOAP1695,299176.1,4100959,QUCH2,Quercus chrysolepis,5.7
SOAP,Soaproot Saddle,SOAP1695,299176.6,4100970.2,QUCH2,Quercus chrysolepis,3.9
SOAP,Soaproot Saddle,SOAP63,299803.9,4101018.2,QUCH2,Quercus chrysolepis,1.4
SOAP,Soaproot Saddle,SOAP1695,299173.5,4100960.8,QUCH2,Quercus chrysolepis,1.3
SOAP,Soaproot Saddle,SOAP1695,299176.1,4100970.5,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP1695,299178.1,4100968,QUCH2,Quercus chrysolepis,1.7
SOAP,Soaproot Saddle,SOAP1695,299176.4,4100970,QUCH2,Quercus chrysolepis,1.1
SOAP,Soaproot Saddle,SOAP255,300151.8,4101385.5,QUCH2,Quercus chrysolepis,2
SOAP,Soaproot Saddle,SOAP1695,299174.5,4100957.5,QUCH2,Quercus chrysolepis,4.4
SOAP,Soaproot Saddle,SOAP223,299298.4,4101467,QUCH2,Quercus chrysolepis,1.4
SOAP,Soaproot Saddle,SOAP1695,299173.8,4100962,QUCH2,Quercus chrysolepis,5
SOAP,Soaproot Saddle,SOAP255,300137.2,4101383.2,QUCH2,Quercus chrysolepis,8.9
SOAP,Soaproot Saddle,SOAP1695,299177,4100972.2,QUCH2,Quercus chrysolepis,9.4
SOAP,Soaproot Saddle,SOAP331,297061.5,4100604.5,QUCH2,Quercus chrysolepis,3.8
SOAP,Soaproot Saddle,SOAP63,299808.8,4101029.5,QUCH2,Quercus chrysolepis,1.9
SOAP,Soaproot Saddle,SOAP299,297495,4100686.2,QUCH2,Quercus chrysolepis,1.6
SOAP,Soaproot Saddle,SOAP255,300153.2,4101369.2,QUCH2,Quercus chrysolepis,1
SOAP,Soaproot Saddle,SOAP1695,299173.7,4100964.5,QUCH2,Quercus chrysolepis,2.8
SOAP,Soaproot Saddle,SOAP255,300143.1,4101386.2,QUCH2,Quercus chrysolepis,2.2
SOAP,Soaproot Saddle,SOAP1695,299172.1,4100960,QUCH2,Quercus chrysolepis,6.4
SOAP,Soaproot Saddle,SOAP1695,299171.6,4100967.5,QUCH2,Quercus chrysolepis,1.3
SOAP,Soaproot Saddle,SOAP331,297053.9,4100596.8,QUCH2,Quercus chrysolepis,0.8
SOAP,Soaproot Saddle,SOAP1695,299175.6,4100968.2,QUCH2,Quercus chrysolepis,4.5
SOAP,Soaproot Saddle,SOAP1695,299171.6,4100958.8,QUCH2,Quercus chrysolepis,3.6
SOAP,Soaproot Saddle,SOAP223,299302.9,4101469,QUCH2,Quercus chrysolepis,2.5
