slug,tag_name,start_date,attendance,host_name,country
2016-05-30-Zurich,DC,2016-05-30,40,University of Zurich,CH
2016-05-31-CQU-R,SWC,2016-05-31,11,CQUniversity,AU
2016-05-31-NDIC,DC,2016-05-31,24,Society of Quality Assurance,US
2016-05-31-puertorico,DC,2016-05-31,12,University of Puerto Rico,PR
2016-06-01-mcgill,"SWC,unresponsive",2016-06-01,0,McGill University,CA
2016-06-01-wisc,DC,2016-06-01,27,University of Wisconsin - Madison,US
2016-06-02-frb_washingtondc,DC,2016-06-02,11,Federal Reserve Board,US
2016-06-02-imagexd,SWC,2016-06-02,8,Berkeley Institute for Data Science,US
2016-06-03-kansas_state,SWC,2016-06-03,30,Kansas State University,US
2016-06-06-Bishops,"SWC,unresponsive",2016-06-06,0,Université Bishop's,CA
2016-06-06-GriffithUni-Python,"SWC,unresponsive",2016-06-06,0,Griffith University,AU
2016-06-07-TGAC,SWC,2016-06-07,16,The Genome Analysis Centre,GB
2016-06-07-albany,SWC,2016-06-07,18,New Zealand eScience Infrastructure,NZ
2016-06-07-palmerstonnorth,SWC,2016-06-07,37,New Zealand eScience Infrastructure,NZ
2016-06-07-ucincinnati,DC,2016-06-07,16,University of Cincinnati,US
2016-06-08-ECSU,SWC,2016-06-08,16,Elizabeth City State University,US
2016-06-08-LANGEBIO-Mexico,SWC,2016-06-08,31,Langebio,MX
2016-06-08-researchpark,SWC,2016-06-08,8,University of Illinois at Urbana-Champaign,US
2016-06-08-ttt-arizona,"TTT,online",2016-06-08,17,University of Arizona,W3
2016-06-08-ttt-online,"TTT,online",2016-06-08,7,Software Carpentry,W3
2016-06-08-uwmadison,SWC,2016-06-08,27,University of Wisconsin - Madison,US
2016-06-09-Belfast,SWC,2016-06-09,26,Queen's University Belfast,GB
2016-06-09-NIH,SWC,2016-06-09,27,National Institutes of Health,US
2016-06-09-nyu,SWC,2016-06-09,37,New York University,US
2016-06-11-Tucson,"unresponsive,SWC",2016-06-11,0,University of Arizona,US
2016-06-13-cornell,DC,2016-06-13,31,Cornell University,US
2016-06-14-uw,SWC,2016-06-14,27,University of Washington,US
2016-06-15-USDA-NOLA,DC,2016-06-15,11,United States Deparment of Agriculture,US
2016-06-15-ou_bio,SWC,2016-06-15,22,University of Oklahoma,US
2016-06-16-VetSciUnimelb,SWC,2016-06-16,38,COMBINE,AU
2016-06-16-leeds,SWC,2016-06-16,12,University of Leeds,GB
2016-06-17-ihub-nairobi,SWC,2016-06-17,16,"iHub, Nairobi, Kenya",KE
2016-06-20-Oslo-SWC,SWC,2016-06-20,11,University of Oslo,NO
2016-06-20-lausanne,SWC,2016-06-20,29,University of Lausanne,CH
2016-06-21-LTU,SWC,2016-06-21,10,Intersect Australia,AU
2016-06-22-Christchurch,SWC,2016-06-22,40,New Zealand eScience Infrastructure,NZ
2016-06-22-UCL_software_carpentry,SWC,2016-06-22,22,University College London,GB
2016-06-23-CC,"DC,unresponsive",2016-06-23,,Compute Canada,CA
2016-06-23-basel,SWC,2016-06-23,18,SIB Swiss Institute of Bioinformatics,CH
2016-06-23-leeds,SWC,2016-06-23,22,University of Leeds,GB
2016-06-23-ualberta-DC,DC,2016-06-23,15,University of Alberta,CA
2016-06-27-cfmehu,SWC,2016-06-27,38,University of the Basque Country,ES
2016-06-27-clemson,SWC,2016-06-27,25,Clemson University,US
2016-06-27-leeds,SWC,2016-06-27,24,University of Leeds,GB
2016-06-29-Otago,SWC,2016-06-29,23,University of Otago,NZ
2016-06-29-frb_washingtondc,SWC,2016-06-29,14,Federal Reserve Board,US
2016-06-29-leeds,SWC,2016-06-29,27,University of Leeds,GB
2016-06-30-Oslo-ttt,TTT,2016-06-30,22,University of Oslo,NO
2016-07-06-pnnl,SWC,2016-07-06,25,Pacific Northwest National Lab ,US
2016-07-11-UNSW,SWC,2016-07-11,26,Intersect Australia,AU
2016-07-11-UoA-winterbootcamp,"SWC,unresponsive",2016-07-11,,New Zealand eScience Infrastructure,NZ
2016-07-11-UoA-winterbootcamp-II,"SWC,unresponsive",2016-07-11,,New Zealand eScience Infrastructure,NZ
2016-07-11-bne-R,SWC,2016-07-11,1,University of Queensland,AU
2016-07-11-ttt-scipy,TTT,2016-07-11,21,Software Carpentry,US
2016-07-12-Oxford,SWC,2016-07-12,32,University of Oxford,GB
2016-07-14-UNO,SWC,2016-07-14,27,University of Nebraska - Omaha,US
2016-07-18-curtin,"SWC,unresponsive",2016-07-18,0,Curtin University,AU
2016-07-18-usq,"SWC,unresponsive",2016-07-18,0,University of Southern Queensland,AU
2016-07-18-zurich,DC,2016-07-18,38,University of Zurich,CH
2016-07-20-UTS_Library_Data_Carpentry,DC,2016-07-12,40,University of Melbourne,AU
2016-07-21-sfwmd,DC,2016-07-21,10,South Florida Water Management District,US
2016-07-25-philippines,DC,2016-07-25,42,California State University Monterey Bay,PH
2016-07-26-BU,DC,2016-07-26,18,Boston University,US
2016-07-26-okstate,SWC,2016-07-26,4,Oklahoma State University,US
2016-07-28-colorado-state,SWC,2016-07-28,20,Colorado State University,US
2016-08-01-codata-rda-trieste,SWC,2016-08-01,68,Abdus Salam International Centre for Theoretical Physics,IT
2016-08-01-ufpr,SWC,2016-08-01,14,Universidade Federal do Paraná,BR
2016-08-02-dsiti,"SWC,unresponsive",2016-08-02,0,"Department of Science, Information Technology and Innovation",AU
2016-08-03-frb_washingtondc,DC,2016-08-02,16,Federal Reserve Board,US
2016-08-04-UCSF-Python,SWC,2016-08-04,31,University of California San Francisco,US
2016-08-04-UCSF-R,SWC,2016-08-04,36,University of California San Francisco,US
2016-08-05-hobart,SWC,2016-08-26,45,Data Science Hobart,AU
2016-08-07-neon_esa,DC,2016-08-07,23,Neon Data Skills,US
2016-08-08-uottawa,SWC,2016-08-08,30,Compute Canada,CA
2016-08-09-rmacc,SWC,2016-08-09,20,University of Colorado,US
2016-08-10-Pre-Pycon_Data_Carpentry_Workshop,DC,2016-08-10,33,VLSCI,AU
2016-08-11-ISU,DC,2016-08-11,32,Iowa State University,US
2016-08-11-cornell-mbg,SWC,2016-08-11,28,Cornell University,US
2016-08-15-msu,SWC,2016-08-15,10,Michigan State University,US
2016-08-16-WSU,"SWC,unresponsive",2016-08-16,0,Intersect Australia,AU
2016-08-17-UF-Informatics-Institute,SWC,2016-08-17,52,University of Florida,US
2016-08-17-ou,SWC,2016-08-17,3,University of Oklahoma,US
2016-08-17-vumc,SWC,2016-08-17,22,Vanderbilt University,US
2016-08-19-stonybrook,DC,2016-08-19,23,Stony Brook University,US
2016-08-22-aarhus,SWC,2016-08-22,19,Aarhus University,DK
2016-08-22-edinburgh,DC,2016-08-22,24,University of Edinburgh,GB
2016-08-22-johns_hopkins,SWC,2016-08-22,19,Johns Hopkins University,US
2016-08-22-unam,SWC,2016-08-22,23,University of Namibia,NA
2016-08-23-UNT,SWC,2016-08-23,29,University of Oklahoma,US
2016-08-23-uw_madison,DC,2016-08-23,29,University of Wisconsin - Madison,US
2016-08-24-edinburgh,SWC,2016-08-24,24,University of Edinburgh,GB
2016-08-24-federal-reserve,SWC,2016-08-24,10,Federal Reserve Board,US
2016-08-25-augustsc,SWC,2016-08-25,20,University of Colorado,US
2016-08-26-TTU,SWC,2016-08-26,24,Texas Tech University,US
2016-08-29-UWCswc,"SWC,unresponsive",2016-08-30,0,South African National Bioinformatics Institute,ZA
2016-08-29-northeastern,SWC,2016-08-29,27,Northeastern University,US
2016-08-29-nwu-mafikeng,"SWC,DC",2016-08-29,8,North-West University,ZA
2016-08-29-uri,DC,2016-08-29,29,University of Rhode Island,US
2016-08-29-uw_madison,SWC,2016-08-29,25,University of Wisconsin - Madison,US
2016-08-31-southampton,SWC,2016-08-31,22,University of Southampton,GB
2016-08-31-umswc,SWC,2016-08-31,17,University of Michigan,US
2016-09-01-columbia_Matlab,SWC,2016-09-01,51,Columbia University,US
2016-09-01-columbia_R,SWC,2016-09-01,52,Columbia University,US
2016-09-01-cu-python,SWC,2016-09-01,34,Columbia University,US
2016-09-01-vuw,SWC,2016-09-01,40,Victoria University of Wellington,NZ
2016-09-05-denmark,SWC,2016-09-05,34,Novo Nordisk Center for Biosustainability,DK
2016-09-06-OSUHMSC,DC,2016-09-06,20,Oregon State University,US
2016-09-06-aura_lsst,SWC,2016-09-06,14,Large Synoptic Survey Telescope,US
2016-09-08-anschutz,SWC,2016-09-08,12,University of Colorado,US
2016-09-08-mcgill,SWC,2016-09-08,16,McGill University,CA
2016-09-12-FIU,SWC,2016-09-12,22,Florida International University,US
2016-09-13-Universite-Laval,SWC,2016-09-13,4,University of Laval,CA
2016-09-14-GriffithUni-Python,"SWC,unresponsive",2016-09-14,0,Griffith University,AU
2016-09-14-mpac,"SWC,unresponsive",2016-09-14,0,Municipal Property Assessment Corporation,CA
2016-09-14-yorku,SWC,2016-09-14,28,York University,CA
2016-09-15-chicago,SWC,2016-09-15,47,University of Chicago,US
2016-09-17-uwaterloo,SWC,2016-09-17,25,University of Waterloo,CA
2016-09-19-UCSD-SIO,SWC,2016-09-19,23,University of California San Diego,US
2016-09-19-heidelberg,SWC,2016-09-19,25,European Molecular Biology Laboratory,DE
2016-09-19-ttt-cambridge,TTT,2016-09-19,30,Software Carpentry,GB
2016-09-19-ttt-osu,TTT,2016-09-19,9,Oregon State University,US
2016-09-20-ubc,"SWC,unresponsive",2016-09-20,19,University of British Columbia,CA
2016-09-21-UON,"SWC,unresponsive",2016-09-21,0,Intersect Australia,AU
2016-09-22-UCL_software_carpentry,SWC,2016-09-22,22,University College London,GB
2016-09-23-gwu,SWC,2016-09-23,23,George Washington University,US
2016-09-26-nwu-genomics,DC,2016-09-26,23,North-West University,ZA
2016-09-26-usq,"SWC,unresponsive",2016-09-26,0,University of Southern Queensland,AU
2016-09-27-SoftwareCarpentry-tsv,"SWC,unresponsive",2016-09-27,0,James Cook University,AU
2016-09-27-UNSW,"SWC,unresponsive",2016-09-27,0,Intersect Australia,AU
2016-09-27-milan,DC,2016-09-27,21,IFOM Istituto FIRC di Oncologia Molecolare,IT
2016-09-28-GriffithUni-R,"SWC,unresponsive",2016-09-28,0,Griffith University,AU
2016-09-28-MSU,DC,2016-09-28,22,Michigan State University,US
2016-09-28-ttt-sesync,TTT,2016-09-28,17,National Socio-Environmental Synthesis Center,US
2016-09-29-jackson,DC,2016-09-29,22,Jackson Laboratory,US
2016-09-29-ubc,SWC,2016-09-29,35,University of British Columbia,CA
2016-10-03-Uni-Neuchatel,DC,2016-10-03,30,Université de Neuchâtel,CH
2016-10-03-sfu,SWC,2016-10-03,19,Simon Fraser University,CA
2016-10-03-ttt-online,"TTT,online",2016-10-03,23,Software Carpentry,W3
2016-10-04-clemson,SWC,2016-06-27,10,Clemson University,US
2016-10-04-thessaloniki,SWC,2016-10-04,31,Aristotle University of Thessaloniki,GR
2016-10-05-LTU,"SWC,unresponsive",2016-10-05,0,Intersect Australia,AU
2016-10-05-SFU,"SWC,unresponsive",2016-10-05,26,Simon Fraser University,CA
2016-10-05-nottingham,SWC,2016-10-05,21,University of Nottingham,GB
2016-10-05-riverclub,SWC,2016-10-05,25,Pycon South Africa,ZA
2016-10-06-QBI,"SWC,unresponsive",2016-10-06,0,University of Queensland,AU
2016-10-06-harvard,SWC,2016-10-06,18,Harvard University,US
2016-10-06-jackson,SWC,2016-10-06,25,Jackson Laboratory,US
2016-10-10-uw,SWC,2016-10-10,44,University of Washington,US
2016-10-11-NIH,SWC,2016-10-11,14,National Institutes of Health,US
2016-10-11-colorado,SWC,2016-10-11,23,University of Colorado,US
2016-10-12-sacnas,"SWC,unresponsive",2016-10-12,,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science (SACNAS),US
2016-10-13-okstate,SWC,2016-10-13,19,Oklahoma State University,US
2016-10-15-UTA,SWC,2016-10-15,29,University of Texas Arlington,US
2016-10-17-EEB-SNRE,SWC,2016-10-17,21,University of Michigan,US
2016-10-17-amsterdam,SWC,2016-10-17,26,University of Amsterdam,NL
2016-10-17-edinburgh,SWC,2016-10-17,26,University of Edinburgh,GB
2016-10-17-lincoln,"SWC,unresponsive",2016-10-17,0,Plant & Food Research,NZ
2016-10-17-uf,DC,2016-10-17,23,University of Florida,US
2016-10-18-EI,DC,2016-10-18,15,Earlham Institute,GB
2016-10-20-ttt-online,"TTT,online",2016-10-20,15,Software Carpentry,W3
2016-10-22-CUAnschutz,SWC,2016-10-22,16,University of Colorado,US
2016-10-22-uwo,DC,2016-10-22,25,Western University,CA
2016-10-24-ttt-uwmadison,TTT,2016-10-24,25,Software Carpentry,US
2016-10-24-umontreal,"SWC,unresponsive",2016-10-24,0,Universite de Montreal,CA
2016-10-25-ou,SWC,2016-10-25,4,University of Oklahoma,US
2016-10-25-uwa,DC,2016-10-25,35,University of Western Australia,AU
2016-10-26-Wuerzburg,SWC,2016-10-26,22,University of Wuerzburg,DE
2016-10-26-queensu,SWC,2016-10-26,30,Queen's University,CA
2016-10-27-purdue,SWC,2016-10-27,5,Purdue University,US
2016-10-27-ttt-online,"TTT,online",2016-10-27,20,Software Carpentry,W3
2016-10-27-umswc-hg,SWC,2016-10-27,8,University of Michigan,US
2016-10-31-univenda,DC,2016-11-01,20,University of Venda,ZA
2016-11-01-chifed,SWC,2016-11-01,20,Federal Reserve Bank of Chicago,US
2016-11-01-otago,SWC,2016-11-01,25,University of Otago,NZ
2016-11-01-southampton,SWC,2016-11-01,21,University of Southampton,GB
2016-11-02-EPCC,DC,2016-11-02,22,Edinburgh Parallel Computing Centre,GB
2016-11-03-nsbe_atlanta,DC,2016-11-03,15,National Society of Black Engineers,US
2016-11-03-nsbe_norfolk,DC,2016-11-03,20,National Society of Black Engineers,US
2016-11-03-ttt-cuny,TTT,2016-11-03,12,City University of New York,US
2016-11-05-CUAnschutz,SWC,2016-11-05,14,University of Colorado,US
2016-11-05-Tucson,SWC,2016-11-05,36,University of Arizona,US
2016-11-06-sogang,DC,2016-11-06,12,Korea Radio Promotion Association,KR
2016-11-07-Curtin,"SWC,unresponsive",2016-11-07,,Curtin University,AU
2016-11-07-manchester,SWC,2016-11-07,13,University of Manchester,GB
2016-11-07-ttt-online,"TTT,online",2016-11-07,10,Software Carpentry,W3
2016-11-09-NIH,SWC,2016-11-09,22,National Institutes of Health,US
2016-11-09-Wuerzburg,SWC,2016-11-09,8,University of Wuerzburg,DE
2016-11-10-uclhep,SWC,2016-11-10,18,University College London,GB
2016-11-11-RUCamden,SWC,2016-11-11,9,Rutgers University,US
2016-11-14-CESAB,DC,2016-11-14,9,Centre de synthèse et d'analyse sur la biodiversité,FR
2016-11-14-Krakow,SWC,2016-11-14,7,Cyfronet,PL
2016-11-14-frb_washingtondc,SWC,2016-11-14,14,Federal Reserve Board,US
2016-11-14-unimelb,SWC,2016-11-14,9,ARC Centre of Excellence for Climate System Science,AU
2016-11-15-kansas,SWC,2016-11-15,34,University of Kansas,US
2016-11-15-ttt-online,"TTT,online",2016-11-15,15,Software Carpentry,W3
2016-11-15-wellington,"SWC,unresponsive",2016-11-15,,National Institute of Water and Atmospheric Research,NZ
2016-11-16-stellenbosch-python,SWC,2016-11-16,16,Stellenbosch University,ZA
2016-11-21-genomics-unm,DC,2016-11-21,37,University of Minnesota,US
2016-11-21-leeds,DC,2016-11-21,15,University of Leeds,GB
2016-11-21-ou,SWC,2016-11-21,12,University of Oklahoma,US
2016-11-24-scion,"SWC,unresponsive",2016-11-24,0,New Zealand eScience Infrastructure,NZ
2016-11-24-ttt-metoffice,TTT,2016-11-24,17,UK Met Office,GB
2016-11-29-qut,SWC,2016-11-29,31,Queensland University of Technology,AU
2016-11-29-ttt-nesi,TTT,2016-11-29,10,New Zealand eScience Infrastructure,NZ
2016-12-01-DC-Social-Sciences,DC,2016-12-01,24,Harvard University,US
2016-12-01-PNNL-ttt,TTT,2016-12-01,14,Pacific Northwest National Lab ,US
2016-12-03-tdwg-costa-rica,SWC,2016-12-03,13,Florida State University,CO
2016-12-05-campinas,SWC,2016-12-05,20,Universidade Estadual de Campinas,BR
2016-12-05-oxford,SWC,2016-12-05,22,University of Oxford,GB
2016-12-07-uvic,"SWC,unresponsive",2016-12-07,0,University of Victoria,CA
2016-12-09-UCSF-R,SWC,2016-12-09,38,University of California San Francisco,US
2016-12-09-ucsf_Python,SWC,2016-12-09,23,University of California San Francisco,US
2016-12-12-Deakin,"SWC,unresponsive",2016-12-12,0,Intersect Australia,AU
2016-12-12-ttt-uiuc,TTT,2016-12-12,12,University of Illinois at Urbana-Champaign,US
2016-12-13-UCL_software_carpentry,SWC,2016-12-13,20,University College London,GB
2016-12-13-ttt-ucsf,TTT,2016-12-13,18,University of California San Francisco,US
2016-12-14-ttt-online,"TTT,online",2016-12-14,11,Software Carpentry,NZ
2016-12-15-ttt-online,"TTT,online",2016-12-15,16,Software Carpentry,W3
2017-01-03-aas,SWC,2017-01-03,32,American Astronomical Society,US
2017-01-03-okstate,SWC,2017-01-03,18,Oklahoma State University,US
2017-01-04-bristol,SWC,2017-01-04,25,University of Bristol,GB
2017-01-05-UNL,SWC,2017-01-05,20,University of Nebraska,US
2017-01-05-agci,DC,2017-01-05,6,Aspen Global Change Institute,US
2017-01-09-dundee,SWC,2016-01-09,28,University of Dundee,GB
2017-01-09-oxford,SWC,2017-01-09,26,School of Anthropology and Museum Ethnography,GB
2017-01-09-uw,SWC,2017-01-09,40,University of Washington,US
2017-01-10-uw_madison,DC,2017-01-10,33,University of Wisconsin - Madison,US
2017-01-11-ttt-online,"TTT,online",2017-01-11,23,Software Carpentry,W3
2017-01-12-bids,SWC,2017-01-12,30,Berkeley Institute for Data Science,US
2017-01-12-ou,SWC,2017-01-12,8,University of Oklahoma,US
2017-01-12-uconn,SWC,2017-01-12,36,University of Connecticut,US
2017-01-12-uw_madison,SWC,2017-01-12,33,University of Wisconsin - Madison,US
2017-01-16-ccg-unam,SWC,2017-01-16,70,Universidad Nacional Autonoma de Mexico,MX
2017-01-17-UMich,SWC,2017-01-17,33,University of Michigan,US
2017-01-18-CAM,DC,2017-01-18,37,University of Cambridge,GB
2017-01-18-bristol,SWC,2017-01-18,23,University of Bristol,GB
2017-01-19-ttt-ecp,"TTT,online",2017-01-19,20,DOE Exascale Computing Project,W3
2017-01-21-stanford,DC,2017-01-21,33,Stanford University,US
2017-01-25-ttt-nz-otago,TTT,2017-01-25,28,New Zealand eScience Infrastructure,NZ
2017-01-26-Langley,SWC,2017-01-26,13,NASA (National Aeronautics and Space Administration),US
2017-01-26-imperial,SWC,2017-01-26,15,Imperial College London,GB
2017-01-26-tufts,DC,2017-01-26,30,Tufts University,US
2017-01-26-uiuc,SWC,2017-01-26,34,University of Illinois,US
2017-01-26-utoronto,SWC,2017-01-26,16,University of Toronto,CA
2017-01-30-NeuRA-Python,SWC,2017-01-30,23,Neuroscience Research Australia,AU
2017-01-31-resbaztas-python,SWC,2017-01-31,40,Data Science Hobart,AU
2017-01-31-resbaztas-r,SWC,2017-01-31,50,Data Science Hobart,AU
2017-02-01-swc,SWC,2017-02-01,59,University of Oslo,NO
2017-02-02-SFU,"SWC,unresponsive",2017-02-02,32,Simon Fraser University,CA
2017-02-03-nyas-r,SWC,2017-02-03,36,New York Academy of Sciences,US
2017-02-03-nyas_python,SWC,2017-02-03,28,New York Academy of Sciences,US
2017-02-03-utoronto,SWC,2017-02-03,29,University of Toronto,CA
2017-02-04-UTA,SWC,2017-02-04,53,University of Texas Arlington,US
2017-02-04-conestoga,SWC,2017-02-04,40,Conestoga College,CA
2017-02-05-amos,SWC,2017-02-05,17,Australian Meteorological and Oceanographic Society,AU
2017-02-06-UF-Informatics-Institute,SWC,2017-02-06,22,University of Florida,US
2017-02-08-dunedin,"SWC,unresponsive",2017-02-08,,University of Otago,NZ
2017-02-08-resbaz2017-pn,"SWC,unresponsive",2017-02-08,,Massey University,NZ
2017-02-09-jax,DC,2017-02-09,11,Jackson Laboratory,US
2017-02-09-ttt-usu,TTT,2017-02-09,11,Utah State University,US
2017-02-12-Chiangmai-data,DC,2017-02-12,4,Chiangmai University,TH
2017-02-13-ttt-nih,"TTT,online",2017-02-13,4,National Institutes of Health,US
2017-02-14-kcfrb,SWC,2017-02-14,25,Federal Reserve Bank of Kansas City,US
2017-02-15-library_of_congress,SWC,2017-02-15,34,Library of Congress,US
2017-02-15-uiuc,SWC,2017-02-15,19,University of Illinois,US
2017-02-16-barHarbor,SWC,2017-02-16,13,Jackson Laboratory,US
2017-02-16-rc-days,SWC,2017-02-16,34,Boise State University,US
2017-02-21-online-instructor-training,"TTT,online",2017-02-21,14,Software Carpentry,W3
2017-02-21-queensu,SWC,2017-02-21,30,Queen's University,CA
2017-02-23-allen_institute,SWC,2017-02-23,40,Allen Institute for Brain Science,US
2017-02-23-uottawa,SWC,2017-02-23,30,Univerity of Ottawa,CA
2017-02-24-west_virginia,SWC,2017-02-24,15,West Virginia University,US
2017-02-25-CyVerse,SWC,2017-02-25,41,University of Arizona,US
2017-02-27-UTS,SWC,2017-02-27,25,University of Technology Sydney,AU
2017-02-27-umich,SWC,2017-02-27,9,University of Michigan,US
2017-03-02-SoftwareCarpentry-tsv,"SWC,unresponsive",2017-03-02,0,James Cook University,AU
2017-03-02-manchester,SWC,2017-03-02,11,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB
2017-03-02-mcgill,SWC,2017-03-02,21,McGill University,CA
2017-03-05-ucsf-R,SWC,2017-03-05,31,University of California San Francisco,US
2017-03-05-ucsf-python,SWC,2017-03-05,21,University of California San Francisco,US
2017-03-06-winona,SWC,2017-03-06,14,Winona State University,US
2017-03-07-Universite-Laval,SWC,2017-03-07,20,University of Laval,CA
2017-03-07-ttt-online,"TTT,online",2017-03-07,13,Software Carpentry,W3
2017-03-09-freiburg,SWC,2017-03-09,26,University of Freiburg,DE
2017-03-11-ubc,SWC,2017-03-11,44,University of British Columbia,CA
2017-03-13-colorado,SWC,2017-03-13,16,University of Colorado,US
2017-03-13-ou,SWC,2017-03-13,8,University of Oklahoma,US
2017-03-13-oxford,SWC,2017-03-13,28,School of Anthropology and Museum Ethnography,GB
2017-03-16-SoftwareCarpentryPy-TSV,SWC,2017-03-16,24,James Cook University,AU
2017-03-16-dartmouth,SWC,2017-03-16,20,Dartmouth College,US
2017-03-16-okstate,SWC,2017-03-16,11,Oklahoma State University,US
2017-03-16-ttt-oxford,TTT,2017-03-16,24,University of Oxford,GB
2017-03-20-wsu,DC,2017-03-20,26,Washington State University,US
2017-03-22-amsterdam,DC,2017-03-22,26,Amsterdam Science Park,NL
2017-03-22-calstate_Monterey,DC,2017-03-22,17,California State University Monterey Bay,US
2017-03-23-Mafikeng,"DC,unresponsive",2017-03-23,28,North-West University,ZA
2017-03-23-standrews,SWC,2017-03-23,20,University of St. Andrews,GB
2017-03-24-ttt-upr,TTT,2017-03-24,12,University of Puerto Rico,PR
2017-03-25-brocku,SWC,2017-03-25,16,Brock University,CA
2017-03-27-nebraska,SWC,2017-03-27,20,University of Nebraska,US
2017-03-27-uw,SWC,2017-03-27,46,University of Washington,US
2017-03-29-delaware,DC,2017-03-29,21,University of Delaware,US
2017-03-29-munchen,SWC,2017-03-29,17,Technical University Munich,DE
2017-03-30-manchester,DC,2017-03-30,14,Cathie Marsh Institute for Social Research,GB
2017-04-04-commerce-library,SWC,2017-04-04,39,Commerce Research Library,US
2017-04-06-DataCarpentry-Genomics-TSV,DC,2017-04-06,0,James Cook University,AU
2017-04-06-farmington,DC,2017-04-06,23,Jackson Laboratory,US
2017-04-06-wsu,SWC,2017-04-06,30,Washington State University,US
2017-04-07-ou,SWC,2017-04-07,12,University of Oklahoma,US
2017-04-10-Albany,SWC,2017-04-10,,Massey University,NZ
2017-04-10-GriffithUni-Python,SWC,2017-04-10,24,Griffith University,AU
2017-04-10-uw-ttt,TTT,2017-04-10,15,University of Washington,US
2017-04-11-nist,SWC,2017-04-11,13,National Institute of Standards and Technology,US
2017-04-12-GriffithUni-Git,SWC,2017-04-12,32,Griffith University,AU
2017-04-20-SWC-Melbourne,SWC,2017-04-20,25,COMBINE,AU
2017-04-20-leeds,SWC,2017-04-20,25,University of Leeds,GB
2017-04-20-otago,DC,2017-04-20,22,University of Otago,NZ
2017-04-21-ucsb,SWC,2017-04-20,27,University of California Santa Barbara,US
2017-04-24-queensu,SWC,2017-04-24,30,Queen's University,CA
2017-04-24-ttt-VT_NIST,"TTT,online",2017-04-24,12,Software Carpentry,W3
2017-04-26-caltech,DC,2017-04-26,25,California Institute of Technology,US
2017-04-26-norwich,SWC,2017-04-26,13,Earlham Institute,GB
2017-04-27-UCL_software_carpentry,SWC,2017-04-27,24,University College London,GB
2017-04-27-wsu,SWC,2017-04-27,31,Wayne State University,US
2017-04-30-eResearchAfrica-ttt,TTT,2017-04-30,28,Software Carpentry,ZA
2017-05-01-frb_datacarp,DC,2017-05-01,13,Federal Reserve Board,US
2017-05-01-frb_swcarp,SWC,2017-05-01,13,Federal Reserve Board,US
2017-05-04-pnnl,SWC,2017-05-04,20,Pacific Northwest National Lab ,US
2017-05-04-portland-ttt,TTT,2017-05-04,28,California Digital Library,US
2017-05-04-ttt-frb,TTT,2017-05-04,16,Federal Reserve Board,US
2017-05-04-upstate_medical_university,DC,2017-05-04,24,Upstate Medical University (State University of New York),US
2017-05-06-caltech,DC,2017-04-26,11,California Institute of Technology,US
2017-05-08-NIH,SWC,2017-05-08,17,National Institutes of Health,US
2017-05-08-leeds,SWC,2017-05-08,18,University of Leeds,GB
2017-05-08-scion,SWC,2017-05-08,,Scion New Zealand,NZ
2017-05-08-upenn_digital_humanities,SWC,2017-05-08,22,University of Pennsylvania,US
2017-05-09-edinburgh,SWC,2017-05-09,32,Edinburgh Parallel Computing Centre,GB
2017-05-11-edinburgh,DC,2017-05-11,23,Edinburgh Parallel Computing Centre,GB
2017-05-15-GFZ,SWC,2017-05-15,25,GFZ Potsdam,DE
2017-05-15-UNIVENDA,DC,2017-05-15,22,University of Venda,ZA
2017-05-15-okstate,SWC,2017-05-15,25,Oklahoma State University,US
2017-05-15-ualberta,SWC,2017-05-15,25,University of Alberta,CA
2017-05-17-GFZ,SWC,2017-05-17,22,GFZ Potsdam,DE
2017-05-17-JLAB,SWC,2017-05-17,36,Open Science Grid,US
2017-05-17-qbi,SWC,2017-05-17,17,University of Queensland,AU
2017-05-18-McMaster,SWC,2017-05-18,27,McMaster University,CA
2017-05-18-R-Macquarie,SWC,2017-05-18,18,Macquarie University,AU
2017-05-18-WVU,SWC,2017-05-18,26,West Virginia University,US
2017-05-18-arkansas,SWC,2017-05-18,27,University of Arkansas,US
2017-05-18-northeastern,DC,2017-05-18,40,Northeastern University,US
2017-05-18-sac-water-science-r-workshop,SWC,2017-05-18,26,State Water Agencies,US
2017-05-18-standrews,SWC,2017-05-18,13,University of St. Andrews,GB
2017-05-18-stanford-TTT,TTT,2017-05-18,13,Stanford University,US
2017-05-20-ucsf-R,SWC,2017-05-20,37,University of California San Francisco,US
2017-05-20-ucsf-python,SWC,2017-05-20,33,University of California San Francisco,US
2017-05-22-florida-TTT,TTT,2017-05-22,22,University of Florida,US
2017-05-23-ucsd,SWC,2017-05-23,26,University of California San Diego,US
2017-05-24-nist,SWC,2017-05-24,34,National Institute of Standards and Technology,US
2017-05-25-UF,SWC,2017-05-25,21,University of Florida,US
2017-05-27-MUN,SWC,2017-05-27,22,Memorial University,CA
2017-05-29-GriffithUni-R,SWC,2017-05-29,27,Griffith University,AU
2017-05-31-Vaal,DC,2017-05-31,20,North-West University,ZA
2017-06-01-Belfast,DC,2017-06-01,26,Queen's University Belfast,GB
2017-06-01-stanford,SWC,2017-06-01,22,Stanford University,US
2017-06-05-ghana,SWC,2017-06-05,,AfriGEOSS,GH
2017-06-06-Curtin,SWC,2017-06-06,,Curtin University,AU
