slug,tag_name,start_date,attendance,host_name,country,latitude,longitude
2015-02-26-auckland,SWC,2015-02-26,19,University of Auckland,NZ,-36.853432,174.765495
2015-03-02-clemson,SWC,2015-03-02,20,Clemson University,US,34.674915,-82.835256
2015-03-03-iupui,SWC,2015-03-03,10,Indiana University-Purdue University Indianapolis,US,39.773931,-86.167524
2015-03-05-ubc,SWC,2015-03-05,40,University of British Columbia,CA,49.264,-123.25
2015-03-06-nyas,SWC,2015-03-06,44,New York Academy of Sciences,US,40.713806,-74.012106
2015-03-09-ISI-CODATA,DC,2015-03-10,44,Indian Statistical Institute,IN,22.64872,88.376473
2015-03-10-ttt-lbl,"TTT,online",2015-03-10,12,Software Carpentry,W3,-48.876667,-123.393333
2015-03-16-utahstate,SWC,2015-03-16,47,Utah State University,US,41.742222,-111.809444
2015-03-18-csc-espoo,DC,2015-03-18,29,CSC - IT Center for Science,FI,60.205491,24.6559
2015-03-19-arkansas,SWC,2015-03-19,21,University of Arkansas,US,36.066991,-94.17234
2015-03-20-unl,SWC,2015-03-20,42,University of Nebraska,US,40.81766,-96.700481
2015-03-21-uwaterloo,SWC,2015-03-21,34,University of Waterloo,CA,43.473269,-80.538639
2015-03-23-hsph,SWC,2015-03-23,20,Harvard University,US,42.337341,-71.104202
2015-03-24-ou,SWC,2015-03-24,24,University of Oklahoma,US,35.208275,-97.445848
2015-03-26-mahidol,SWC,2015-03-26,6,Mahidol University,TH,13.798551,100.322991
2015-03-30-AAAS,DC,2015-03-30,30,AAAS,US,38.9002,-77.0284
2015-03-30-umiami,SWC,2015-03-30,38,University of Miami,US,25.72149,-80.268384
2015-04-01-wcmc,SWC,2015-04-01,36,Weill Cornell Medical College,US,40.764865,-73.953015
2015-04-02-umiami,SWC,2015-04-02,33,University of Miami,US,25.7179436,-80.2781784
2015-04-08-SWC-UniMelb-Biosciences,SWC,2015-04-08,42,University of Melbourne,AU,-37.800265,144.959805
2015-04-08-ttt-nih,"TTT,online",2015-04-08,17,Software Carpentry,W3,-48.876667,-123.393333
2015-04-09-UW,SWC,2015-04-09,47,University of Washington,US,47.653371,-122.3118098
2015-04-13-leiden,SWC,2015-04-13,38,Leiden,NL,52.157148,4.485209
2015-04-13-samsi,SWC,2015-04-13,29,Sandia National Laboratory,US,35.922,-78.869
2015-04-15-ncar,SWC,2015-04-15,22,University Corporation for Atmospheric Research,US,40.037268,-105.241518
2015-04-16-imperial,SWC,2015-04-16,18,Imperial College London,GB,51.4988,-0.174877
2015-04-16-uvalib,SWC,2015-04-16,18,University of Virginia,US,38.033289,-78.507724
2015-04-16-uvasom,SWC,2015-04-16,18,University of Virginia,US,38.03204,-78.50043
2015-04-17-nw,SWC,2015-04-17,50,Northwestern University,US,42.056459,-87.675267
2015-04-17-ucsb,SWC,2015-04-17,25,University of California Santa Barbara,US,34.415274,-119.849467
2015-04-18-ASU,SWC,2015-04-18,38,Arizona State University,US,33.4215146,-111.9353292
2015-04-18-UT-Arlington,SWC,2015-04-18,61,University of Texas Arlington,US,32.72971,-97.112928
2015-04-22-UNO,SWC,2015-04-22,16,University of Nebraska - Omaha,US,41.247088,-96.016867
2015-04-23-stanford,DC,2015-04-23,23,Stanford University,US,37.426423,-122.172659
2015-04-27-wsu,SWC,2015-04-27,32,Washington State University,US,46.720855,-117.164118
2015-04-29-pangyo,SWC,2015-04-29,3,Korea Radio Promotion Association,KR,37.399494,127.10379920000003
2015-04-30-SFU,SWC,2015-04-30,57,Simon Fraser University,CA,49.280019,-122.922205
2015-05-03-NDIC,DC,2015-05-03,40,NDIC,US,40.5734,-105.0865
2015-05-04-lbl,SWC,2015-05-04,26,Lawrence Berkeley National Laboratory,US,37.8759281,-122.2500418
2015-05-04-matlab,SWC,2015-05-04,17,University of Melbourne,AU,-37.799243,144.964422
2015-05-04-swinpython,SWC,2015-05-04,28,Swinburne University of Technology,AU,-37.821771,145.038931
2015-05-04-usfcms,SWC,2015-05-04,20,University of South Florida,US,27.760992,-82.632576
2015-05-11-ttt-compute-canada,TTT,2015-05-11,22,Compute Canada,CA,43.649546,-79.389021
2015-05-11-unm,SWC,2015-05-11,45,University of New Mexico,US,35.08618,-106.623286
2015-05-11-westernu,SWC,2015-05-11,40,Western University,CA,43.009747,-81.272473
2015-05-12-BUSM,SWC,2015-05-12,27,Boston University,US,42.336267,-71.072344
2015-05-14-Stellenbosch,SWC,2015-05-14,32,Stellenbosch University,ZA,-33.9339861,18.8669428
2015-05-14-wsu,DC,2015-05-14,40,University of Washington,US,46.7319,-117.1544
2015-05-19-ou,SWC,2015-05-19,57,University of Oklahoma,US,35.208275,-97.445848
2015-05-25-unimelb,SWC,2015-05-25,24,University of Melbourne,AU,-37.79291,144.961174
2015-05-26-amnh,"SWC,unresponsive",2015-05-26,0,American Museum of Natural History,US,40.781218,-73.973892
2015-05-27-FRB,SWC,2015-05-27,25,Federal Reserve Board,US,38.896947,-77.040454
2015-05-27-osu,SWC,2015-05-27,47,Oklahoma State University,US,36.121119,-97.069699
2015-05-27-ttt-msu,TTT,2015-05-27,26,Michigan State University,US,43.649546,-79.389021
2015-05-28-monsanto,"SWC,unresponsive",2015-05-28,,Monsanto,US,38.6698014,-90.4002925
2015-05-29-great-plains,DC,2015-05-29,22,Great Plains Network,US,,
2015-05-30-HASTAC,DC,2015-05-30,19,Michigan State University,US,42.73226,-84.478175
2015-05-30-hastac-swc,SWC,2015-05-30,1,Michigan State University,US,42.73226,-84.478175
2015-05-30-ufpr,SWC,2015-05-30,20,Universidade Federal do Paraná,BR,-25.450937,-49.231519
2015-06-02-Oslo,SWC,2015-06-02,25,University of Oslo,NO,59.94,10.723
2015-06-02-cern-lhcb,SWC,2015-06-02,40,CERN,CH,46.233489,6.052651
2015-06-03-wisc,SWC,2015-06-03,29,University of Wisconsin - Madison,US,43.074974,-89.406738
2015-06-04-berkeley,SWC,2015-06-04,25,University of California Berkeley,US,37.872509,-122.259614
2015-06-04-unicamp,SWC,2015-06-04,23,Universidade Estadual de Campinas,BR,-22.817387,-47.06843
2015-06-08-matlab,SWC,2015-06-08,22,University of Melbourne,AU,-37.800483,144.965807
2015-06-08-ttt-online,"TTT,online",2015-06-08,23,Software Carpentry,W3,-48.876667,-123.393333
2015-06-09-nih,SWC,2015-06-09,20,National Institutes of Health,US,39.103411,-77.196553
2015-06-10-sgpe,"SWC,unresponsive",2015-06-10,0,University of Edinburgh,GB,55.921552,-3.173641
2015-06-12-ttt-iplant,"TTT,online",2015-06-12,26,iPlant,US,32.248707,-110.987023
2015-06-15-cambridge,SWC,2015-06-15,38,University of Cambridge,GB,52.201965,0.122486
2015-06-15-cfmehu,SWC,2015-06-15,42,University of the Basque Country,ES,43.307939,-2.010632
2015-06-15-uconn,SWC,2015-06-15,15,University of Connecticut,US,41.321224,-72.06157
2015-06-16-ttt-aciref,TTT,2015-06-16,24,ACI-REF,US,42.37771,-71.11501
2015-06-17-ucstorrs,SWC,2015-06-17,34,University of Connecticut,US,41.806555,-72.252873
2015-06-18-StAndrews,SWC,2015-06-18,29,University of St. Andrews,GB,56.340085,-2.807146
2015-06-18-otago,SWC,2015-06-18,32,University of Otago,NZ,-45.864523,170.51298
2015-06-18-ucl,SWC,2015-06-18,20,University College London,GB,51.524559,-0.13404
2015-06-19-labvis,SWC,2015-06-19,30,Universidade Federal do Ceará,BR,-3.74576,-38.57431
2015-06-22-caltech,SWC,2015-06-22,70,California Institute of Technology,US,34.139777,-118.123778
2015-06-22-hawaii,SWC,2015-06-22,29,University of Hawaii,US,21.299816,-157.817579
2015-06-22-psu,SWC,2015-06-22,40,Penn State,US,40.798044,-77.870632
2015-06-22-vt,SWC,2015-06-22,41,Virginia Tech,US,37.227863,-80.422264
2015-06-23-jackson,SWC,2015-06-23,33,Jackson Laboratory,US,44.365543,-68.197112
2015-06-23-massey,SWC,2015-06-23,25,Massey University,NZ,-40.383831,175.619
2015-06-24-dc-utrecht,DC,2015-06-24,30,Uniersity of Utrecht,NL,52.090737,5.12142
2015-06-24-gatech,SWC,2015-06-24,29,Georgia Tech,US,33.774846,-84.396375
2015-06-25-PNW,DC,2015-06-25,0,University of Oregon,US,,
2015-06-25-byu,SWC,2015-06-25,30,Brigham Young University,US,40.2485794,-111.6473487
2015-06-25-jhu,SWC,2015-06-25,23,Johns Hopkins University,US,39.3280758,-76.6236947
2015-06-25-nd,SWC,2015-06-25,29,University of Notre Dame,US,41.701749,-86.231612
2015-06-25-uw,SWC,2015-06-25,33,University of Washington,US,47.653371,-122.3118098
2015-06-25-wise-toronto,"SWC,WiSE",2015-06-25,18,University of Toronto,CA,43.660889,-79.398807
2015-06-29-qaeco-unimelb,SWC,2015-06-29,21,University of Melbourne,AU,-37.800091,144.959021
2015-06-29-yonsei,SWC,2015-06-29,9,Yonsei University,KR,37.565784,126.93857200000002
2015-07-02-UQ,SWC,2015-07-02,39,University of Queensland,AU,-27.501425,153.01493
2015-07-02-monash,SWC,2015-07-02,35,Monash University,AU,-37.91227,145.132756
2015-07-06-scipy,SWC,2015-07-06,22,SciPy Conference,US,30.2825315,-97.7401528
2015-07-06-ucdavis,SWC,2015-07-06,40,University of California Davis,US,38.532878,-121.763761
2015-07-09-berkeley,SWC,2015-07-09,20,University of California Berkeley,US,37.872568,-122.257225
2015-07-13-amos,SWC,2015-07-13,24,University of Queensland,AU,-27.497257,153.014473
2015-07-13-ncsu,SWC,2015-07-13,33,North Carolina State University,US,43.649546,-79.389021
2015-07-13-unimelb,SWC,2015-07-13,22,University of Melbourne,AU,-37.797738,144.960107
2015-07-15-UNL,SWC,2015-07-15,43,University of Nebraska,US,40.81789,-96.700042
2015-07-15-feltham,SWC,2015-07-15,25,Imperial College London,GB,51.449025,-0.445043
2015-07-16-UCT,SWC,2015-07-16,52,University of Cape Town,ZA,-33.958639,18.459697
2015-07-16-sickkids,SWC,2015-07-16,38,"Hospital for Sick Children, Toronto",CA,43.6569468,-79.3884353
2015-07-20-perth,SWC,2015-07-20,19,Curtin University,AU,-31.99445,115.885636
2015-07-22-JamesMadison,DC,2015-07-22,25,James Madison University,US,38.434971,-78.869273
2015-07-22-harvard,SWC,2015-07-22,38,Harvard University,US,42.3772499,-71.1175291
2015-07-22-ljubljana,DC,2015-07-20,29,University of Ljubljana,SI,46.051213,14.518528
2015-07-23-nist,SWC,2015-07-23,35,National Institute of Standards and Technology,US,39.132284,-77.216446
2015-07-23-stanford,SWC,2015-07-23,21,Stanford University,US,37.4264208,-122.1726586
2015-07-24-LSIUBC,SWC,2015-07-24,40,University of British Columbia,CA,49.26236,-123.24494
2015-07-27-cern-webfest,SWC,2015-07-27,20,CERN,CH,46.233489,6.052651
2015-07-30-ASPB,DC,2015-07-30,40,American Society of Plant Biologists,US,44.9778,-93.265
2015-08-03-IBRC,SWC,2015-08-03,31,Diversity of the Indo-Pacific Network,ID,-8.671308,115.239431
2015-08-04-asu,SWC,2015-08-04,36,Arizona State University,US,33.418024,-111.928437
2015-08-05-UWS,SWC,2015-08-05,15,Intersect Australia,AU,-33.8102728,151.0244383
2015-08-06-colorado,"SWC,unresponsive",2015-08-06,14,University of Colorado,US,40.00796,-105.264317
2015-08-10-utk,SWC,2015-08-10,33,University of Tennessee Knoxville,US,35.947474,-83.940567
2015-08-13-nmsu,SWC,2015-08-13,27,New Mexico State University,US,32.280372,-106.751339
2015-08-17-ucdavis-wise,"SWC,WiSE",2015-08-17,44,University of California Davis,US,38.532815,-121.763681
2015-08-19-ou,SWC,2015-08-19,31,University of Oklahoma,US,35.208275,-97.445848
2015-08-19-zurich,"DC,unresponsive",2015-08-19,,University of Zurich,CH,,
2015-08-20-daejeon,SWC,2015-08-20,11,Fablab Tide Institute,KR,36.368229,127.366771
2015-08-20-msu,SWC,2015-08-20,12,Michigan State University,US,42.723814,-84.476345
2015-08-20-ttu,SWC,2015-08-20,28,Texas Tech University,US,33.5845636,-101.8771645
2015-08-20-vanderbilt,SWC,2015-08-20,40,Vanderbilt University,US,36.144703,-86.802655
2015-08-21-northwestern,SWC,2015-08-21,46,Northwestern University,US,42.056459,-87.675267
2015-08-24-Sloan-Kettering,DC,2015-08-24,41,Memorial Sloan Kettering Cancer Center,US,40.764908,-73.9565137
2015-08-24-isu,"DC,unresponsive",2015-08-24,0,Iowa State University,US,42.027372,-93.652714
2015-08-24-stanford,SWC,2015-08-24,26,Stanford University,US,37.428526,-122.168993
2015-08-24-vuw,SWC,2015-08-24,40,Victoria University of Wellington,NZ,-41.290528,174.767917
2015-08-26-leeds,SWC,2015-08-26,23,University of Leeds,GB,53.8057,-1.5557
2015-08-26-umswc,SWC,2015-08-26,20,University of Michigan,US,42.2758197,-83.7376672
2015-08-26-uw-madison,SWC,2015-08-26,31,University of Wisconsin - Madison,US,43.0729124,-89.4080793
2015-08-27-ualberta,SWC,2015-08-27,37,University of Alberta,CA,43.677718,-79.432773
2015-08-27-unh,SWC,2015-08-27,23,University of New Hampshire,US,43.1356673,-70.9393302
2015-08-31-UFBA,SWC,2015-08-24,14,"Universidade Federal da Bahia, Salvador",BR,-13.001854,-38.508954
2015-09-03-whoi,SWC,2015-09-03,37,Woods Hole Oceanographic Institute,US,41.535081,-70.649093
2015-09-06-saeon,SWC,2015-09-06,25,Talarify,ZA,-28.74229,24.77878
2015-09-07-clemson,SWC,2015-09-07,10,Clemson University,US,34.674915,-82.835256
2015-09-07-guildford,SWC,2015-09-07,19,University of surrey,GB,51.24278,-0.58958
2015-09-08-ccny-crest,SWC,2015-09-08,9,City University of New York,US,40.8203121,-73.94795
2015-09-08-ttt-online,"TTT,online",2015-09-08,18,Software Carpentry,W3,-48.876667,-123.393333
2015-09-10-CAM,DC,2015-09-10,39,University of Cambridge,GB,52.201951,0.122514
2015-09-10-SWC-ANU,SWC,2015-09-10,41,Australian National University,AU,-35.2776999,149.11852699999997
2015-09-10-leeds,SWC,2015-09-10,22,University of Leeds,GB,53.808283,-1.562384
2015-09-10-usp,SWC,2015-09-10,48,Universidade de Sao Paolo,BR,-23.56678,-46.730636
2015-09-14-ttt-leeds,TTT,2015-09-14,18,University of Leeds,GB,,
2015-09-15-chicago,SWC,2015-09-15,40,University of Chicago,US,41.788401,-87.599099
2015-09-15-msu,SWC,2015-09-15,7,Michigan State University,US,42.724158,-84.476167
2015-09-17-WSU,SWC,2015-09-17,17,Intersect Australia,AU,-33.8102728,151.0244383
2015-09-17-indiana,SWC,2015-09-17,9,Indiana University,US,39.172081,-86.500165
2015-09-17-southampton,SWC,2015-09-17,37,University of Southampton,GB,50.934039,-1.396167
2015-09-19-uwaterloo,SWC,2015-09-19,75,University of Waterloo,CA,43.473269,-80.538639
2015-09-21-Genentech,DC,2015-09-21,32,Genentech,US,,
2015-09-21-ttt-icl,TTT,2015-09-21,14,Imperial College London,GB,51.499845,-0.17721
2015-09-22-ubc,SWC,2015-09-22,11,University of British Columbia,CA,49.263,-123.252
2015-09-22-ucdavis,DC,2015-09-22,18,University of California Davis,US,38.54,-121.75
2015-09-23-TDWG,DC,2015-09-23,30,TDWG,KE,-1.4072994,36.7218768
2015-09-23-gfz-potsdam,SWC,2015-09-23,0,GFZ Potsdam,DE,52.3798284,13.0641701
2015-09-23-nist,SWC,2015-09-23,43,National Institute of Standards and Technology,US,39.130553,-77.218291
2015-09-24-chicagobooth,SWC,2015-09-24,29,The University of Chicago Booth School of Business,US,41.7889213,-87.5955699
2015-09-24-stsci,SWC,2015-09-24,23,Space Telescope Science Institute,US,39.332728,-76.623277
2015-09-26-conestoga,SWC,2015-09-26,75,Conestoga College,CA,43.389485,-80.404178
2015-09-28-UQ,SWC,2015-09-28,38,University of Queensland,AU,-27.501425,153.01493
2015-09-28-oxford,SWC,2015-09-28,25,The Doctoral Training Programme in Environmental Research of the University of Oxford,GB,51.7590106,-1.2511766
2015-09-28-umich,SWC,2015-09-28,17,University of Michigan,US,42.276696,-83.743707
2015-09-28-unimelb-r-psychology,SWC,2015-09-28,23,University of Melbourne,AU,-37.800091,144.959021
2015-10-01-CPCEMCR,SWC,2015-10-01,20,University of Sydney,AU,-33.887261,151.183828
2015-10-01-JamesCookUni,SWC,2015-10-01,23,James Cook University,AU,-19.329376,146.760334
2015-10-03-Krakow-techspace,SWC,2015-10-03,32,Tech Space ,PL,50.0570063,19.914921
2015-10-03-jozihub,SWC,2015-10-03,4,Pycon South Africa,ZA,-26.185356,28.019124
2015-10-03-ua-iplant,SWC,2015-10-03,74,iPlant,US,32.231892,-110.949373
2015-10-05-ucalgary,SWC,2015-10-05,37,University of Calgary,CA,51.078677,-114.133959
2015-10-06-UVM,SWC,2015-10-06,12,University of Vermont,US,44.476949,-73.195524
2015-10-07-R-Data-Sydney,DC,2015-10-07,19,University of Sydney,AU,-33.887674,151.19028
2015-10-08-ttt-ucl,TTT,2015-10-08,18,University College London,GB,51.521885,-0.134077
2015-10-12-cecam-julich,SWC,2015-10-12,18, CECAM - Centre Européen de Calcul Atomique et Moléculaire,CH,50.908945,6.40542
2015-10-12-vt,SWC,2015-10-12,18,Virginia Tech,US,37.229622,-80.42033
2015-10-15-ttt-online,"TTT,online",2015-10-15,48,Software Carpentry,W3,-48.876667,-123.393333
2015-10-17-IEEE-Python,SWC,2015-10-17,27,University of Melbourne,AU,-37.79291,144.961174
2015-10-17-SFU,SWC,2015-10-17,30,Simon Fraser University,CA,49.278094,-122.919883
2015-10-17-avida,SWC,2015-10-17,8,Michigan State University,US,42.724158,-84.476167
2015-10-19-SWC-Acadia,SWC,2015-10-19,7,Acadia University,CA,45.0911,-64.3614
2015-10-19-UMich,SWC,2015-10-19,22,University of Michigan,US,42.283228,-83.733597
2015-10-19-hawaii,SWC,2015-10-19,30,University of Hawaii,US,21.298803,-157.816416
2015-10-19-ualberta,SWC,2015-10-19,26,University of Alberta,CA,53.525607,-113.521621
2015-10-21-gfz-potsdam,"SWC,unresponsive",2015-10-21,,GFZ Potsdam,DE,52.3798284,13.0641701
2015-10-21-jackson,SWC,2015-10-21,25,Jackson Laboratory,US,44.355854,-68.183867
2015-10-22-uw,SWC,2015-10-22,29,University of Washington,US,47.653371,-122.3118098
2015-10-25-instructortraining-cracov,TTT,2015-10-25,13,Cyfronet,PL,,
2015-10-26-jackson,SWC,2015-10-26,22,Jackson Laboratory,US,41.732317,-72.793404
2015-10-26-umanitoba,SWC,2015-10-26,13,University of Manitoba,CA,49.808501,-97.133615
2015-10-27-SWC-Universite-Laval,SWC,2015-10-27,40,University of Laval,CA,46.7788264,-71.2751692
2015-10-27-duke,SWC,2015-10-27,42,Duke University,US,36.0035865,-78.9387714
2015-10-29-Leeds-DC,DC,2015-10-29,39,University of Leeds,GB,53.806485,-1.555022
2015-11-02-DC-Brussels,"DC,unresponsive",2015-11-02,0,Belgian Science Policy (BELSPO),BE,50.825349,4.365441
2015-11-02-pnnl,SWC,2015-11-02,35,Pacific Northwest National Lab ,US,46.345416,-119.279143
2015-11-03-albany,SWC,2015-11-03,32,New Zealand eScience Infrastructure,NZ,-36.734667,174.692639
2015-11-04-ACUNS,DC,2015-11-04,9,Association of Canadian Universities for Northern Studies,US,51.076359,-114.12871
2015-11-04-embl,SWC,2015-11-04,27,European Molecular Biology Laboratory,DE,49.3840071,8.7107144
2015-11-05-CSU,SWC,2015-11-05,5,Charles Sturt University,AU,-35.064656,147.359956
2015-11-05-NWU,SWC,2015-11-05,43,Talarify,ZA,-26.67774,27.09672
2015-11-05-UNL,SWC,2015-11-05,27,University of Nebraska,US,40.81789,-96.700042
2015-11-05-nd,SWC,2015-11-05,12,University of Notre Dame,US,41.701918,-86.23767
2015-11-05-umiami-Python,SWC,2015-11-05,27,University of Miami,US,25.790369,-80.210732
2015-11-09-SWC-UQAM,SWC,2015-11-09,33,Université du Québec à Montréal,CA,45.5086553,-73.5706628
2015-11-09-culham,SWC,2015-11-09,43,Culham Centre for Fusion Energy,GB,51.6576076,-1.2287899
2015-11-09-london-royal-h-,SWC,2015-11-11,17,"Royal Holloway, University of London",GB,51.426608,-0.567005
2015-11-09-manchester,SWC,2015-11-09,9,University of Manchester,GB,53.464141,-2.230779
2015-11-10-UCL_software_carpentry,SWC,2015-11-10,21,University College London,GB,51.522582,-0.134352
2015-11-11-northwestern,SWC,2015-11-11,35,Northwestern University,US,41.8960801,-87.620969
2015-11-11-nyu-med,"SWC,WiSE",2015-11-11,25,New York University,US,40.742234,-73.974284
2015-11-16-iastate,SWC,2015-11-16,17,Iowa State University,US,42.030781,-93.631913
2015-11-16-manchester-codima,SWC,2015-11-16,22,University of Manchester,GB,53.466758,-2.233717
2015-11-17-tatuy,SWC,2015-11-17,12,Colegio Universitario Hotel Escuela de los Andes Venezolanos,VE,8.607483,-71.137856
2015-11-19-eitn,SWC,2015-11-19,29,The European Institute for Theoretical Neuroscience (EITN),FR,48.851667,2.374022
2015-11-19-umiami-R,SWC,2015-11-19,19,University of Miami,US,25.732467,-80.163144
2015-11-19-utoronto,SWC,2015-11-19,38,University of Toronto,CA,43.661824,-79.394539
2015-11-20-NVI,SWC,2015-11-20,13,Norwegian Veterinary Institute,NO,59.930065,10.736389
2015-11-20-ucsf-Python,SWC,2015-11-20,34,University of California San Francisco,US,37.7689175,-122.3957338
2015-11-20-ucsf-R,SWC,2015-11-20,30,University of California San Francisco,US,37.7689175,-122.3957338
2015-11-23-caltech,DC,2015-11-23,28,California Institute of Technology,US,34.139011,-118.124514
2015-11-23-ccrc,SWC,2015-11-22,30,University of New South Wales,AU,-33.917763,151.23426
2015-11-23-instructor-training-manchester,TTT,2015-11-23,25,Software Carpentry,GB,53.467674,-2.233924
2015-11-25-edinburgh,SWC,2015-11-25,40,University of Edinburgh,GB,55.921862,-3.173654
2015-11-25-helsinki,SWC,2015-11-25,34,University of Helsinki,FI,60.203843,24.9617237
2015-11-26-adelaide-python,SWC,2015-11-26,42,University of Adelaide,AU,-34.919136,138.6048695
2015-11-26-lincoln,SWC,2015-11-26,39,New Zealand eScience Infrastructure,NZ,-43.646626,172.467178
2015-11-30-swc_data,SWC,2015-11-30,35,"Science Life Lab, Stockholm",SE,59.350178,18.023487
2015-12-01-uow,SWC,2015-12-01,14,University of Wollongong,AU,-34.405678,150.881178
2015-12-02-Oslo,SWC,2015-12-02,17,University of Oslo,NO,59.94012,10.723464
2015-12-07-Python-for-Science,SWC,2015-12-07,38,University of Melbourne,AU,-37.797915,144.959933
2015-12-07-eu-instructor-training,"TTT,online",2015-12-07,15,Software Carpentry,W3,-48.876667,-123.393333
2015-12-07-na-instructor-training,"TTT,online",2015-12-07,22,Software Carpentry,W3,-48.876667,-123.393333
2015-12-07-rijkzwaan,DC,2015-12-07,15,Rijkzwaan,NL,51.96621,4.251641
2015-12-07-ttt-Au,"TTT,online",2015-12-07,4,Software Carpentry,W3,-48.876667,-123.393333
2015-12-07-ttt-toronto,"TTT,online",2015-12-07,17,Software Carpentry,W3,-48.876667,-123.393333
2015-12-08-USYD,SWC,2015-12-08,22,University of Sydney,AU,-33.887037,151.180855
2015-12-09-TRI,SWC,2015-12-09,24,Translational Research Institute,AU,-27.498869,153.031914
2015-12-10-OklahomaStateLibraries,SWC,2015-12-10,32,University of Oklahoma,US,36.1230264,-97.0696432
2015-12-14-NIH,"SWC,unresponsive",2015-12-14,0,National Institutes of Health,US,39.001305,-77.104909
2015-12-14-Portsmouth,SWC,2015-12-14,28,University of Portsmouth,GB,50.797656,-1.098289
2015-12-14-Python-for-Researchers,SWC,2015-12-14,31,University of Melbourne,AU,-37.79291,144.961174
2015-12-14-berkeley,SWC,2015-12-14,32,University of California Berkeley,US,37.871593,-122.272747
2015-12-14-gfz-potsdam,"SWC,unresponsive",2015-12-14,,GFZ Potsdam,DE,52.3798284,13.0641701
2015-12-15-Southampton,SWC,2015-12-15,74,University of Southampton,GB,50.934345,-1.396227
2015-12-15-rutgers,DC,2015-12-15,35,Rutgers University,US,40.519011,-74.443728
2015-12-16-datacarpentry-onboarding,online,2015-12-16,0,Data Carpentry Onboarding,W3,-48.876667,-123.393333
2015-12-wise-uk,"SWC,WiSE",2015-12-14,34,University of Manchester,GB,53.467293,-2.233876
2016-01-03-aas,SWC,2016-01-03,14,American Astronomical Society,US,28.342395,-81.526977
2016-01-04-wise-umich,SWC,2016-01-04,30,University of Michigan,US,42.276334,-83.737981
2016-01-05-ok-instructor-training,TTT,2016-01-05,19,Oklahoma State University,US,36.1232858,-97.0728309
2016-01-06-UNL,SWC,2016-01-06,40,University of Nebraska,US,40.821798,-96.688613
2016-01-06-bristol,SWC,2016-01-06,26,University of Bristol,GB,51.456,-2.604
2016-01-07-uwash,SWC,2016-01-07,35,University of Washington,US,47.653371,-122.3118098
2016-01-07_asu_physics,SWC,2016-01-07,25,Arizona State University,US,33.421614,-111.931363
2016-01-09-uwo,SWC,2016-01-09,31,Western University,CA,43.00979,-81.272822
2016-01-11-dundee,SWC,2016-01-11,29,University of Dundee,GB,56.459409,-2.981928
2016-01-11-huddersfield,SWC,2016-01-11,21,University of Huddersfield,GB,53.642603,-1.778514
2016-01-11-nber,SWC,2016-01-11,30,National Bureau of Economic Research,US,42.36997,-71.113038
2016-01-11-uwmadison,DC,2016-01-11,27,University of Wisconsin - Madison,US,43.0729124,-89.4080793
2016-01-12-ou,SWC,2016-01-12,19,University of Oklahoma,US,35.208275,-97.445848
2016-01-13-boston,SWC,2016-01-13,17,Boston College,US,42.336529,-71.169151
2016-01-13-instructor-training-lausanne,TTT,2016-01-13,20,SIB Swiss Institute of Bioinformatics,CH,46.5213679,6.5720468
2016-01-14-berkeley,SWC,2016-01-14,35,Berkeley Institute for Data Science,US,37.872208,-122.259493
2016-01-14-uwmadison,SWC,2016-01-14,29,University of Wisconsin - Madison,US,43.0729124,-89.4080793
2016-01-16-ubc,"SWC,unresponsive",2016-01-16,0,University of British Columbia,CA,49.262465,-123.24509
2016-01-16-waterloo,SWC,2016-01-16,28,University of Waterloo,CA,43.473226,-80.538639
2016-01-18-brisbane-instructor-training,TTT,2016-01-18,25,University of Queensland,AU,-27.493579,153.016776
2016-01-18-leeds,SWC,2016-01-18,25,University of Leeds,GB,53.8057,-1.5557
2016-01-18-msu,DC,2016-01-18,13,Michigan State University,US,42.701848,-84.4843606
2016-01-19-cdc,SWC,2016-01-19,24,Centers for Disease Control,US,33.7993178,-84.3301967
2016-01-19-cuny,SWC,2016-01-19,34,City University of New York,US,40.748621,-73.9839102
2016-01-19-london-nhm,DC,2016-01-19,19,National History Museum,GB,51.495933,-0.176367
2016-01-19-sbu,DC,2016-01-19,35,Stony Brook University,US,40.916011,-73.1220717
2016-01-19-usda,DC,2016-01-19,32,United States Deparment of Agriculture,US,33.420899,-90.909457
2016-01-21-melbourne-instructor-training,TTT,2016-01-21,27,University of Melbourne,AU,-37.797417,144.960611
2016-01-21-training-florida,TTT,2016-01-21,25,University of Florida,US,29.648324,-82.3465077
2016-01-23-U-of-Arizona,"SWC,unresponsive",2016-01-23,0,University of Arizona,US,32.231834,-110.94934
2016-01-25-Utrecht,"SWC,DC",2016-01-25,25,Netherlands eScience Center,NL,52.089057,5.113465
2016-01-26-london-nhm,DC,2016-01-26,15,National History Museum,GB,51.495933,-0.176367
2016-01-28-NCSA,SWC,2016-01-28,20,University of Illinois at Chicago,US,40.114821,-88.225001
2016-01-28-auckland-instructor-training,TTT,2016-01-28,20,University of Auckland,NZ,-36.853647,174.769403
2016-01-29-UBC,"SWC,unresponsive",2015-01-29,0,University of British Columbia,CA,49.264142,-123.249592
2016-01-30-UTA,SWC,2016-01-30,37,University of Texas Arlington,US,32.735687,-97.108066
2016-01-30-UofArizonaIntroPython,SWC,2016-01-30,38,University of Arizona,US,32.231846,-110.94837
2016-02-01-BrisbaneResBaz-Python,SWC,2016-02-01,32,Queensland University of Technology,AU,-27.476664,153.027965
