slug,tag_name,start_date,attendance,host_name,country,latitude,longitude
2016-10-17-lincoln,"SWC,unresponsive",2016-10-17,0,Plant & Food Research,NZ,-43.640087,172.484249
2016-10-17-uf,DC,2016-10-17,23,University of Florida,US,29.648248,-82.344031
2016-10-18-EI,DC,2016-10-18,15,Earlham Institute,GB,52.621793,1.219461
2016-10-20-ttt-online,"TTT,online",2016-10-20,15,Software Carpentry,W3,-48.876667,-123.393333
2016-10-22-CUAnschutz,SWC,2016-10-22,16,University of Colorado,US,39.746926,-104.837003
2016-10-22-uwo,DC,2016-10-22,25,Western University,CA,43.009834,-81.27266
2016-10-24-ttt-uwmadison,TTT,2016-10-24,25,Software Carpentry,US,43.0765959,-89.4146815
2016-10-24-umontreal,"SWC,unresponsive",2016-10-24,0,Universite de Montreal,CA,45.499093,-73.617969
2016-10-25-ou,SWC,2016-10-25,4,University of Oklahoma,US,35.208275,-97.445848
2016-10-25-uwa,DC,2016-10-25,35,University of Western Australia,AU,-31.979177,115.817742
2016-10-26-Wuerzburg,SWC,2016-10-26,22,University of Wuerzburg,DE,49.80198,9.956515
2016-10-26-queensu,SWC,2016-10-26,30,Queen's University,CA,44.226744,-76.496898
2016-10-27-purdue,SWC,2016-10-27,5,Purdue University,US,40.4237,-86.921
2016-10-27-ttt-online,"TTT,online",2016-10-27,20,Software Carpentry,W3,-48.876667,-123.393333
2016-10-27-umswc-hg,SWC,2016-10-27,8,University of Michigan,US,42.284588,-83.734242
2016-10-31-univenda,DC,2016-11-01,20,University of Venda,ZA,-22.9761,30.4465
2016-11-01-chifed,SWC,2016-11-01,20,Federal Reserve Bank of Chicago,US,41.878476,-87.633007
2016-11-01-otago,SWC,2016-11-01,25,University of Otago,NZ,-45.864437,170.513253
2016-11-01-southampton,SWC,2016-11-01,21,University of Southampton,GB,50.9275813,-1.395988
2016-11-02-EPCC,DC,2016-11-02,22,Edinburgh Parallel Computing Centre,GB,55.92155,-3.174546
2016-11-03-nsbe_atlanta,DC,2016-11-03,15,National Society of Black Engineers,US,33.640728,-84.4277
2016-11-03-nsbe_norfolk,DC,2016-11-03,20,National Society of Black Engineers,US,36.845601,-76.290971
2016-11-03-ttt-cuny,TTT,2016-11-03,12,City University of New York,US,40.750324,-73.973353
2016-11-05-CUAnschutz,SWC,2016-11-05,14,University of Colorado,US,39.746926,-104.837003
2016-11-05-Tucson,SWC,2016-11-05,36,University of Arizona,US,32.234101,-110.9506404
2016-11-06-sogang,DC,2016-11-06,12,Korea Radio Promotion Association,KR,37.550024,126.939991
2016-11-07-Curtin,"SWC,unresponsive",2016-11-07,,Curtin University,AU,-32.007532,115.894223
2016-11-07-manchester,SWC,2016-11-07,13,University of Manchester,GB,53.463982,-2.230349
2016-11-07-ttt-online,"TTT,online",2016-11-07,10,Software Carpentry,W3,-48.876667,-123.393333
2016-11-09-NIH,SWC,2016-11-09,22,National Institutes of Health,US,39.002793,-77.104493
2016-11-09-Wuerzburg,SWC,2016-11-09,8,University of Wuerzburg,DE,49.78523,9.97298
2016-11-10-uclhep,SWC,2016-11-10,18,University College London,GB,51.524133,-0.134092
2016-11-11-RUCamden,SWC,2016-11-11,9,Rutgers University,US,39.948646,-75.124021
2016-11-14-CESAB,DC,2016-11-14,9,Centre de synthèse et d'analyse sur la biodiversité,FR,48.835467,2.350376
2016-11-14-Krakow,SWC,2016-11-14,7,Cyfronet,PL,50.069013,19.909226
2016-11-14-frb_washingtondc,SWC,2016-11-14,14,Federal Reserve Board,US,38.896683,-77.040452
2016-11-14-unimelb,SWC,2016-11-14,9,ARC Centre of Excellence for Climate System Science,AU,-37.797168,144.965215
2016-11-15-kansas,SWC,2016-11-15,34,University of Kansas,US,38.95487,-95.246741
2016-11-15-ttt-online,"TTT,online",2016-11-15,15,Software Carpentry,W3,-48.876667,-123.393333
2016-11-15-wellington,"SWC,unresponsive",2016-11-15,,National Institute of Water and Atmospheric Research,NZ,-41.301914,174.805108
2016-11-16-stellenbosch-python,SWC,2016-11-16,16,Stellenbosch University,ZA,-33.93352,18.863992
2016-11-21-genomics-unm,DC,2016-11-21,37,University of Minnesota,US,44.974425,-93.22807
2016-11-21-leeds,DC,2016-11-21,15,University of Leeds,GB,53.805658,-1.554303
2016-11-21-ou,SWC,2016-11-21,12,University of Oklahoma,US,35.208275,-97.445848
2016-11-24-scion,"SWC,unresponsive",2016-11-24,0,New Zealand eScience Infrastructure,NZ,-38.156106,176.263526
2016-11-24-ttt-metoffice,TTT,2016-11-24,17,UK Met Office,GB,50.727622,-3.475646
2016-11-29-qut,SWC,2016-11-29,31,Queensland University of Technology,AU,-27.4775856,153.0279583
2016-11-29-ttt-nesi,TTT,2016-11-29,10,New Zealand eScience Infrastructure,NZ,-41.28646,174.776236
2016-12-01-DC-Social-Sciences,DC,2016-12-01,24,Harvard University,US,42.366524,-71.1200943
2016-12-01-PNNL-ttt,TTT,2016-12-01,14,Pacific Northwest National Lab ,US,46.345195,-119.27923
2016-12-03-tdwg-costa-rica,SWC,2016-12-03,13,Florida State University,CO,10.360884,-84.508724
2016-12-05-campinas,SWC,2016-12-05,20,Universidade Estadual de Campinas,BR,-22.819778,-47.060822
2016-12-05-oxford,SWC,2016-12-05,22,University of Oxford,GB,51.760109,-1.251356
2016-12-07-uvic,"SWC,unresponsive",2016-12-07,0,University of Victoria,CA,48.463898,-123.309689
2016-12-09-UCSF-R,SWC,2016-12-09,38,University of California San Francisco,US,37.767417,-122.390322
2016-12-09-ucsf_Python,SWC,2016-12-09,23,University of California San Francisco,US,37.767524,-122.390127
2016-12-12-Deakin,"SWC,unresponsive",2016-12-12,0,Intersect Australia,AU,-38.197907,144.298132
2016-12-12-ttt-uiuc,TTT,2016-12-12,12,University of Illinois at Urbana-Champaign,US,40.1149161,-88.2270529
2016-12-13-UCL_software_carpentry,SWC,2016-12-13,20,University College London,GB,51.521869,-0.134323
2016-12-13-ttt-ucsf,TTT,2016-12-13,18,University of California San Francisco,US,37.767403,-122.39043
2016-12-14-ttt-online,"TTT,online",2016-12-14,11,Software Carpentry,NZ,-43.150927,171.711919
2016-12-15-ttt-online,"TTT,online",2016-12-15,16,Software Carpentry,W3,-48.876667,-123.393333
2017-01-03-aas,SWC,2017-01-03,32,American Astronomical Society,US,32.9539,-97.0646
2017-01-03-okstate,SWC,2017-01-03,18,Oklahoma State University,US,36.123056,-97.069722
2017-01-04-bristol,SWC,2017-01-04,25,University of Bristol,GB,51.456,-2.604
2017-01-05-UNL,SWC,2017-01-05,20,University of Nebraska,US,40.818029,-96.699585
2017-01-05-agci,DC,2017-01-05,6,Aspen Global Change Institute,US,39.36933,-107.034601
2017-01-09-dundee,SWC,2016-01-09,28,University of Dundee,GB,56.459409,-2.981928
2017-01-09-oxford,SWC,2017-01-09,26,School of Anthropology and Museum Ethnography,GB,51.760167,-1.262284
2017-01-09-uw,SWC,2017-01-09,40,University of Washington,US,47.653383,-122.311865
2017-01-10-uw_madison,DC,2017-01-10,33,University of Wisconsin - Madison,US,43.072834,-89.408136
2017-01-11-ttt-online,"TTT,online",2017-01-11,23,Software Carpentry,W3,-48.876667,-123.393333
2017-01-12-bids,SWC,2017-01-12,30,Berkeley Institute for Data Science,US,37.872183,-122.259593
2017-01-12-ou,SWC,2017-01-12,8,University of Oklahoma,US,35.183706,-97.438124
2017-01-12-uconn,SWC,2017-01-12,36,University of Connecticut,US,41.805992,-72.253772
2017-01-12-uw_madison,SWC,2017-01-12,33,University of Wisconsin - Madison,US,43.072834,-89.408136
2017-01-16-ccg-unam,SWC,2017-01-16,70,Universidad Nacional Autonoma de Mexico,MX,18.983194,-99.235181
2017-01-17-UMich,SWC,2017-01-17,33,University of Michigan,US,42.283501,-83.733845
2017-01-18-CAM,DC,2017-01-18,37,University of Cambridge,GB,52.201951,0.122514
2017-01-18-bristol,SWC,2017-01-18,23,University of Bristol,GB,51.456,-2.604
2017-01-19-ttt-ecp,"TTT,online",2017-01-19,20,DOE Exascale Computing Project,W3,-48.876667,-123.393333
2017-01-21-stanford,DC,2017-01-21,33,Stanford University,US,37.432019,-122.175804
2017-01-25-ttt-nz-otago,TTT,2017-01-25,28,New Zealand eScience Infrastructure,NZ,-45.86703,170.51803
2017-01-26-Langley,SWC,2017-01-26,13,NASA (National Aeronautics and Space Administration),US,37.029869,-76.345222
2017-01-26-imperial,SWC,2017-01-26,15,Imperial College London,GB,51.4988,-0.174877
2017-01-26-tufts,DC,2017-01-26,30,Tufts University,US,42.35013,-71.061511
2017-01-26-uiuc,SWC,2017-01-26,34,University of Illinois,US,40.110588,-88.20727
2017-01-26-utoronto,SWC,2017-01-26,16,University of Toronto,CA,43.6645505,-79.3994623
2017-01-30-NeuRA-Python,SWC,2017-01-30,23,Neuroscience Research Australia,AU,-33.86882,151.209296
2017-01-31-resbaztas-python,SWC,2017-01-31,40,Data Science Hobart,AU,-42.886048,147.335837
2017-01-31-resbaztas-r,SWC,2017-01-31,50,Data Science Hobart,AU,-42.886048,147.335837
2017-02-01-swc,SWC,2017-02-01,59,University of Oslo,NO,59.913869,10.752245
2017-02-02-SFU,"SWC,unresponsive",2017-02-02,32,Simon Fraser University,CA,49.284542,-123.111646
2017-02-03-nyas-r,SWC,2017-02-03,36,New York Academy of Sciences,US,40.713486,-74.011992
2017-02-03-nyas_python,SWC,2017-02-03,28,New York Academy of Sciences,US,40.713486,-74.011992
2017-02-03-utoronto,SWC,2017-02-03,29,University of Toronto,CA,43.66455,-79.399462
2017-02-04-UTA,SWC,2017-02-04,53,University of Texas Arlington,US,32.729678,-97.112926
2017-02-04-conestoga,SWC,2017-02-04,40,Conestoga College,CA,43.389485,-80.404178
2017-02-05-amos,SWC,2017-02-05,17,Australian Meteorological and Oceanographic Society,AU,-35.277682,149.115448
2017-02-06-UF-Informatics-Institute,SWC,2017-02-06,22,University of Florida,US,29.648248,-82.344031
2017-02-08-dunedin,"SWC,unresponsive",2017-02-08,,University of Otago,NZ,-45.868072,170.520855
2017-02-08-resbaz2017-pn,"SWC,unresponsive",2017-02-08,,Massey University,NZ,-40.386697,175.619545
2017-02-09-jax,DC,2017-02-09,11,Jackson Laboratory,US,41.731941,-72.793415
2017-02-09-ttt-usu,TTT,2017-02-09,11,Utah State University,US,41.742041,-111.809426
2017-02-12-Chiangmai-data,DC,2017-02-12,4,Chiangmai University,TH,18.808277,98.954987
2017-02-13-ttt-nih,"TTT,online",2017-02-13,4,National Institutes of Health,US,39.0029894,-77.1032325
2017-02-14-kcfrb,SWC,2017-02-14,25,Federal Reserve Bank of Kansas City,US,38.896,-77.033
2017-02-15-library_of_congress,SWC,2017-02-15,34,Library of Congress,US,38.888693,-77.005498
2017-02-15-uiuc,SWC,2017-02-15,19,University of Illinois,US,40.110588,-88.20727
2017-02-16-barHarbor,SWC,2017-02-16,13,Jackson Laboratory,US,44.369665,-68.190025
2017-02-16-rc-days,SWC,2017-02-16,34,Boise State University,US,43.604172,-116.209994
2017-02-21-online-instructor-training,"TTT,online",2017-02-21,14,Software Carpentry,W3,-48.876667,-123.393333
2017-02-21-queensu,SWC,2017-02-21,30,Queen's University,CA,44.227517,-76.495229
2017-02-23-allen_institute,SWC,2017-02-23,40,Allen Institute for Brain Science,US,47.625291,-122.339077
2017-02-23-uottawa,SWC,2017-02-23,30,Univerity of Ottawa,CA,45.422072,-75.682669
2017-02-24-west_virginia,SWC,2017-02-24,15,West Virginia University,US,39.633156,-79.954276
2017-02-25-CyVerse,SWC,2017-02-25,41,University of Arizona,US,32.231901,-110.9495
2017-02-27-UTS,SWC,2017-02-27,25,University of Technology Sydney,AU,-33.883997,151.199156
2017-02-27-umich,SWC,2017-02-27,9,University of Michigan,US,42.275472,-83.737161
2017-03-02-SoftwareCarpentry-tsv,"SWC,unresponsive",2017-03-02,0,James Cook University,AU,-19.329383,146.759118
2017-03-02-manchester,SWC,2017-03-02,11,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,GB,53.475809,-2.234747
2017-03-02-mcgill,SWC,2017-03-02,21,McGill University,CA,45.507373,-73.579064
2017-03-05-ucsf-R,SWC,2017-03-05,31,University of California San Francisco,US,37.767417,-122.390322
2017-03-05-ucsf-python,SWC,2017-03-05,21,University of California San Francisco,US,37.767411,-122.390344
2017-03-06-winona,SWC,2017-03-06,14,Winona State University,US,44.048736,-91.642226
2017-03-07-Universite-Laval,SWC,2017-03-07,20,University of Laval,CA,46.778608,-71.274771
2017-03-07-ttt-online,"TTT,online",2017-03-07,13,Software Carpentry,W3,-48.876667,-123.393333
2017-03-09-freiburg,SWC,2017-03-09,26,University of Freiburg,DE,48.012659,7.83502
2017-03-11-ubc,SWC,2017-03-11,44,University of British Columbia,CA,49.262465,-123.24509
2017-03-13-colorado,SWC,2017-03-13,16,University of Colorado,US,40.014066,-105.247252
2017-03-13-ou,SWC,2017-03-13,8,University of Oklahoma,US,35.208275,-97.445848
2017-03-13-oxford,SWC,2017-03-13,28,School of Anthropology and Museum Ethnography,GB,51.757295,-1.246788
2017-03-16-SoftwareCarpentryPy-TSV,SWC,2017-03-16,24,James Cook University,AU,-19.329383,146.759118
2017-03-16-dartmouth,SWC,2017-03-16,20,Dartmouth College,US,43.705807,-72.289129
2017-03-16-okstate,SWC,2017-03-16,11,Oklahoma State University,US,36.123056,-97.069722
2017-03-16-ttt-oxford,TTT,2017-03-16,24,University of Oxford,GB,51.757295,-1.246788
2017-03-20-wsu,DC,2017-03-20,26,Washington State University,US,46.7298,-117.1817
2017-03-22-amsterdam,DC,2017-03-22,26,Amsterdam Science Park,NL,52.355235,4.952676
2017-03-22-calstate_Monterey,DC,2017-03-22,17,California State University Monterey Bay,US,36.6538,-121.8017
2017-03-23-Mafikeng,"DC,unresponsive",2017-03-23,28,North-West University,ZA,-25.829108,25.608657
2017-03-23-standrews,SWC,2017-03-23,20,University of St. Andrews,GB,56.337475,-2.794065
2017-03-24-ttt-upr,TTT,2017-03-24,12,University of Puerto Rico,PR,18.400769,-66.049874
2017-03-25-brocku,SWC,2017-03-25,16,Brock University,CA,43.159374,-79.246863
2017-03-27-nebraska,SWC,2017-03-27,20,University of Nebraska,US,40.817654,-96.700366
2017-03-27-uw,SWC,2017-03-27,46,University of Washington,US,47.606209,-122.332071
2017-03-29-delaware,DC,2017-03-29,21,University of Delaware,US,39.677976,-75.734856
2017-03-29-munchen,SWC,2017-03-29,17,Technical University Munich,DE,48.3951163,11.726151
2017-03-30-manchester,DC,2017-03-30,14,Cathie Marsh Institute for Social Research,GB,53.466657,-2.23654
2017-04-04-commerce-library,SWC,2017-04-04,39,Commerce Research Library,US,38.892934,-77.032714
2017-04-06-DataCarpentry-Genomics-TSV,DC,2017-04-06,0,James Cook University,AU,-19.260262,146.815951
2017-04-06-farmington,DC,2017-04-06,23,Jackson Laboratory,US,41.732284,-72.793404
2017-04-06-wsu,SWC,2017-04-06,30,Washington State University,US,46.7298,-117.1817
2017-04-07-ou,SWC,2017-04-07,12,University of Oklahoma,US,35.208275,-97.445848
2017-04-10-Albany,SWC,2017-04-10,,Massey University,NZ,-36.734667,174.692639
2017-04-10-GriffithUni-Python,SWC,2017-04-10,24,Griffith University,AU,-27.962224,153.381897
2017-04-10-uw-ttt,TTT,2017-04-10,15,University of Washington,US,47.606209,-122.332071
2017-04-11-nist,SWC,2017-04-11,13,National Institute of Standards and Technology,US,39.997058,-105.264226
2017-04-12-GriffithUni-Git,SWC,2017-04-12,32,Griffith University,AU,-27.552941,153.052425
2017-04-20-SWC-Melbourne,SWC,2017-04-20,25,COMBINE,AU,-37.796897,144.957442
2017-04-20-leeds,SWC,2017-04-20,25,University of Leeds,GB,53.809847,-1.555563
2017-04-20-otago,DC,2017-04-20,22,University of Otago,NZ,-45.864437,170.513253
2017-04-21-ucsb,SWC,2017-04-20,27,University of California Santa Barbara,US,34.413688,-119.845559
2017-04-24-queensu,SWC,2017-04-24,30,Queen's University,CA,44.227517,-76.495229
2017-04-24-ttt-VT_NIST,"TTT,online",2017-04-24,12,Software Carpentry,W3,-48.876667,-123.393333
2017-04-26-caltech,DC,2017-04-26,25,California Institute of Technology,US,34.136859,-118.126089
2017-04-26-norwich,SWC,2017-04-26,13,Earlham Institute,GB,52.621741,1.218987
2017-04-27-UCL_software_carpentry,SWC,2017-04-27,24,University College London,GB,,
2017-04-27-wsu,SWC,2017-04-27,31,Wayne State University,US,42.354469,-83.055761
2017-04-30-eResearchAfrica-ttt,TTT,2017-04-30,28,Software Carpentry,ZA,-33.918431,18.428403
2017-05-01-frb_datacarp,DC,2017-05-01,13,Federal Reserve Board,US,38.893403,-77.044948
2017-05-01-frb_swcarp,SWC,2017-05-01,13,Federal Reserve Board,US,38.896683,-77.040452
2017-05-04-pnnl,SWC,2017-05-04,20,Pacific Northwest National Lab ,US,46.347505,-119.277749
2017-05-04-portland-ttt,TTT,2017-05-04,28,California Digital Library,US,45.518473,-122.685582
2017-05-04-ttt-frb,TTT,2017-05-04,17,Federal Reserve Board,US,38.8966826,-77.0426407
2017-05-04-upstate_medical_university,DC,2017-05-04,24,Upstate Medical University (State University of New York),US,43.040197,-76.138991
2017-05-06-caltech,DC,2017-04-26,11,California Institute of Technology,US,34.137263,-118.1247
2017-05-08-NIH,SWC,2017-05-08,17,National Institutes of Health,US,39.002793,-77.104493
2017-05-08-leeds,SWC,2017-05-08,18,University of Leeds,GB,53.808116,-1.55231
2017-05-08-scion,SWC,2017-05-08,,Scion New Zealand,NZ,-38.156106,176.263526
2017-05-08-upenn_digital_humanities,SWC,2017-05-08,22,University of Pennsylvania,US,39.952724,-75.194002
2017-05-09-edinburgh,SWC,2017-05-09,32,Edinburgh Parallel Computing Centre,GB,55.9215522,-3.1749893
2017-05-11-edinburgh,DC,2017-05-11,23,Edinburgh Parallel Computing Centre,GB,55.9215522,-3.1749893
